"","X","RECHARGE_VALUE","MIN_RECHARGE_AVG","P2_MADE_CALLS_DURATION","P2_PERC_DAYS_SOCIAL_NETWORK_OTT","PERC_SOCIAL_NETWORK_SESSIONS_IN_P1","PERC_INTERNET_SESSIONS_IN_P1","PERC_RECEIVED_CALLS_DURATION_IN_P2","PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL","P23_PERC_DAYS_MADE_CALLS_OTT","WEEKDAY_PERC_INTERNET_MB","WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS","WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION","AGE"
"8391",10289,100,100,34,83.33,23,24,38,6,77.42,20.55,20.16,0.01,40
"8392",10293,420,60,279,100,24,23,52,4,89.66,21.34,18.15,0.6,47
"8393",10294,270,44,174,100,22,20,51,6,16.09,15.34,19.85,0.01,35
"8394",10295,450,50,31,100,17,16,49,5,40.48,20.67,28.3,0.19,36
"8395",10297,200,66.67,432,73.47,18,21,50,4,64,18.45,23.05,0.69,38
"8396",10298,570,50,357,93.9,20,21,44,7,91.67,21.36,24.57,1.37,30
"8397",10300,330,40,94,72.73,9,11,54,8,41.38,49.64,19.61,0.03,25
"8398",10301,400,100,1176,100,22,23,50,3,79.31,41.12,25.33,0.62,49
"8399",10302,-54.3263062513988,39.8714824962848,-529.520588788155,46.0476693124473,0,0,0,0,0,0,2.97718620225349,0.148717165917239,56
"8400",10303,400,100,404,33.87,3,3,46,2,67.95,44.58,23.59,0,37
"8401",10304,450,83.33,223,91.03,19,26,39,5,74.39,37.73,19.97,0.29,60
"8402",10305,180,30,13,100,24,21,32,4,16.33,95.11,14.79,0.2,25
"8403",10306,460,32.22,576,89.66,16,18,33,7,40.91,23.74,21.45,0.04,33
"8404",10307,50,20,263,76.47,3,3,33,5,4.55,93.76,15.15,0,23
"8405",10308,400,100,208,96.34,23,26,52,3,66.67,41.44,19.44,0.03,38
"8406",10309,500,100,210,82.67,10,11,37,8,59.49,6.78,23.44,0.44,25
"8407",10310,326.309422529896,-29.481928150536,30,98.25,17,15,39,12,3.39,69.91,16.19,0,18
"8408",10311,210,20,189,2.5,0,0,55,3,58.93,0,0,0,41
"8409",10313,610,42,367,100,25,24,27,13,88.51,15.29,23.51,0.76,32
"8410",10314,40,20,25,0,0,0,49,6,33.33,0,0,0,38
"8411",10316,190,26.67,10,77.78,0,0,45,8,8.33,2.82,0,1.24688766214459,15
"8412",10317,180,30,9,57.14,12,10,33,8,9.09,96.86,18.75,0,44
"8413",10319,500,50,4,100,19,19,17,15,17.86,4.68,24.53,0.11,40
"8414",10320,500,100,505,61.54,13,11,37,6,87.21,32.33,11.31,0.1,33
"8415",10321,450,50,313,100,23,22,45,6,52.78,19.49,13.08,1.83,35
"8416",10325,100,100,2,73.91,19,19,39,5,41.67,75.07,22.79,0,44
"8417",10326,520,42.5,192,41.18,9,9,33,11,63.77,18.03,24.92,0,30
"8418",10327,450,50,39,90.7,24,23,31,11,28.07,37.03,24.39,0.07,18
"8419",10329,550,50,52,94.59,12,11,26,11,36.25,8.9,27.98,0.01,19
"8420",10330,570,30,64,100,22,25,26,9,40.23,0,25.51,0.73,29
"8421",10331,450,12.22,67,0,0,0,35,7,66.13,0,35.29,0,42
"8422",10332,340,27.14,446,100,23,20,44,3,34.48,36.64,13.12,1.78,38
"8423",10333,350,75,117,34.88,17,16,32,10,70.18,29.75,16.67,0.03,56
"8424",10334,650,83.33,332,98.84,24,26,59,3,91.95,81.58,17.66,0.05,35
"8425",10335,150,50,255,70,32,33,40,3,33.33,13.13,27.18,0,46
"8426",10336,400,100,443,91.36,15,15,34,11,79.52,23.17,24.67,0.32,32
"8427",10340,100,50,234,64.29,4,7,38,6,20.69,29.28,19.35,0.35,27
"8428",10343,500,50,150,83.64,15,8,44,10,31.03,22.68,22.55,0.02,36
"8429",10344,400,50,917,100,26,26,30,3,63.22,9.42,23.44,0.39,34
"8430",10345,430,43.33,271,17.39,0,0,58,2,71.79,100,14.29,0,40
"8431",10346,400,100,430,89.66,16,17,44,2,47.13,71.79,23.49,0.03,36
"8432",10347,27.6462209850594,75.8049283102134,318.156626110878,62.6234530282907,0,0,0,0,0,0,15.2380038488034,-0.031858208921909,20
"8433",10348,570,50,230,87.5,16,17,36,7,40.79,44.66,22.99,0.36,31
"8434",10349,250,50,302,100,22,22,42,6,21.84,10.17,20.96,0.06,28
"8435",10350,200,50,20,66.67,10,8,21,28,47.22,28.92,24.23,0.81,17
"8436",10351,120,20,258,0,0,0,58,4,50,0,0,0,48
"8437",10353,60,30,20,100,19,18,37,20,1.79,37.21,21.4,0.02,19
"8438",10355,150,50,80,81.82,15,15,27,20,41.86,25.89,24.73,1.34,36
"8439",10357,400,100,168,98.8,12,11,43,6,56.32,63.22,21.97,0.09,50
"8440",10358,230,40,160,0,0,0,38,4,75,0,0,0,24
"8441",10360,163.887674344669,42.6704680345018,3,42.86,20,17,52,9,57.14,100,16.67,0,18
"8442",10361,250,50,166,60,25,25,40,11,86.11,13.58,25.08,0.74,20
"8443",10362,450,50,77,100,19,19,37,7,0,2.85,22.57,0.03,38
"8444",10364,120,35,60,92.5,20,21,43,6,12,20.24,20.46,0.24,40
"8445",10365,100,33.33,25,96.77,26,26,19,15,2.7,4.47,21.98,0.1,23
"8446",10366,530,65,1354,79.27,9,9,34,6,91.76,27.31,23.25,0.6,21
"8447",10367,550,100,421,80.95,19,19,56,4,95.29,32.4,22.27,0.04,26
"8448",10368,20,20,13,100,38,41,69,11,0,21.41,16.67,0,24
"8449",10369,320,50,21,93.48,21,21,50,7,39.13,61.34,22.58,0.11,30
"8450",10370,1010,46,162,100,22,23,60,6,45.98,10.36,21.93,0.39,31
"8451",10371,200,50,397,97.22,14,13,56,2,69.44,18.15,25.7,0.84,40
"8452",10373,1000,200,585,100,22,19,53,4,71.26,45.45,22.39,0.1,32
"8453",10374,700,50,247,51.25,22,21,50,7,92.77,9.05,24.04,6.02,51
"8454",10375,400,100,36,94.12,13,13,38,21,13.7,23.11,23.48,5.21,17
"8455",10376,490,40,165,92.45,16,17,35,7,48.33,11.07,24.01,1.48,26
"8456",10377,190,31.67,26,91.67,7,7,34,19,6.9,41.99,24.66,0.47,17
"8457",10378,270,35,153,34.62,14,15,50,8,52.46,82.85,25.26,0.07,34
"8458",10379,100,50,0,25,17,17,0,0,0,0,16.67,0,55
"8459",10380,510,45,97,100,21,22,53,1,18.87,12.23,20.97,0.56,39
"8460",10381,200,100,14,100,8,8,33,15,0,35.27,22.08,0.05,17
"8461",10382,350,26.67,338,97.59,13,12,48,6,46.43,60.41,19.37,0.01,27
"8462",10384,300,100,23,95.38,4,4,42,9,23.53,10.11,21.4,0.08,23
"8463",10385,170,10,265,79.41,13,13,42,2,44.74,15.24,23.65,0.48,29
"8464",10386,400,100,121,98.46,12,12,48,6,63.64,90.79,16.3,0.05,42
"8465",10387,400,100,420,94.12,17,16,21,3,54.88,22.9,23.13,0.09,23
"8466",10389,150,25,14,85.19,1,1,20,19,23.68,79.67,23.48,0.02,19
"8467",10390,210,20,292,100,24,24,35,8,2.3,43.63,18.15,0.07,45
"8468",10391,170,25,77,98.36,11,11,49,6,11.27,49.38,19.07,0.11,35
"8469",10392,500,100,94,84.42,21,21,53,8,56.79,14.29,20.9,0.11,25
"8470",10394,500,100,208,78.75,9,6,48,8,63.86,45.54,18.27,0.15,33
"8471",10395,-366.860800461238,-36.5810321358055,209,0,0,0,37,6,0,0,0,0,30
"8472",10396,440,38,157,94.52,24,23,34,9,32.47,61.91,24.04,0.14,54
"8473",10397,650,50,329,97.56,28,25,28,2,84.52,9.05,24.52,0.66,27
"8474",10398,600,50,33,83.33,37,38,54,8,12.9,22.13,24.91,0,45
"8475",10399,800,200,539,97.47,14,13,49,8,80,25.14,23.44,0.23,37
"8476",10400,100,50,25,57.14,19,24,46,9,88.24,13.05,26.67,0,26
"8477",10401,360,23.33,652,0,0,0,40,4,41.3,0,0,0,40
"8478",10402,200,200,47,79.49,24,31,17,7,17.39,98.44,13.02,0,37
"8479",10403,671.109885286065,54.6403970197499,68,80,18,30,45,8,60,63.61,16.67,0,29
"8480",10404,300,20,634,25,13,13,31,5,52.73,95.74,18.24,0.1,39
"8481",10405,330,36.67,757,65.85,11,14,46,3,84.44,17.95,25.83,0.54,45
"8482",10406,350,75,50,94.05,20,20,34,15,47.67,24.89,19.94,2.74,23
"8483",10407,140,20,580,0,0,0,49,0,26.32,0,0,0,62
"8484",10409,520,21.11,478,98.78,23,23,43,1,3.49,13.09,20.84,0.11,45
"8485",10410,80,30,174,90.91,16,16,17,7,16.22,17.09,17.12,0,25
"8486",10412,550,50,6,83.33,17,21,36,8,76.74,16.1,33.9,0.02,21
"8487",10413,592.608711379886,7.26581094527407,12,100,0,0,70,4,100,18.97,36.8796691834221,0.819221789687428,52
"8488",10414,300,100,22,87.93,19,16,35,17,28.99,18.69,34.43,0.04,30
"8489",10415,400,100,355,98.84,23,25,48,5,85.06,68.65,21.85,1.06,36
"8490",10416,450,37.5,419,0,0,0,40,6,80.56,0,0,0,45
"8491",10417,250,33.33,11,59.38,23,22,24,27,38.46,34.09,21.38,0.32,35
"8492",10418,500,100,11,100,0,0,75,1,50,100,0,0,33
"8493",10419,480,27.5,59,62.67,5,5,44,9,39.02,35.75,22.65,1.24,28
"8494",10420,650,75,52,77.61,18,14,23,9,67.12,34.42,18.37,0.34,22
"8495",10421,187.030660281681,56.8533762980156,14,100,8,8,90,0,0,40,16.39,0,54
"8496",10422,690,30,259,87.72,18,17,27,7,21.74,19.12,24.16,2.01,44
"8497",10424,140,15,204,90,21,19,48,5,22.64,82.58,17.7,0,42
"8498",10425,200,10,87,97.53,26,27,44,11,58.33,0.37,13.59,0.03,49
"8499",10426,360,40,42,0,0,0,38,16,64.1,0,0,0,54
"8500",10427,600,200,205,96.47,22,23,52,7,72.94,73.17,24.34,0.04,33
"8501",10428,314.235862050938,37.0449481023948,7,0,50,50,29,30,0,0,0,0,63
"8502",10429,400,100,107,100,10,10,41,4,37.93,17.1,23.43,0.27,55
"8503",10432,450,83.33,261,98.75,20,18,51,5,24.14,78.18,10.59,0.07,35
"8504",10433,680,46.67,34,83.33,19,20,41,13,38.24,7.49,25.28,1.34,20
"8505",10435,100,50,85,96.77,11,11,38,7,32,68.65,27.27,0,54
"8506",10436,400,100,395,0,0,0,48,6,90,0,0,0,54
"8507",10437,220,20,468,96.43,13,13,46,4,37.1,8.28,22.74,0.52,29
"8508",10438,-91.6788888162855,49.4903862534881,5,50,18,14,44,27,0,100,16.67,0,41
"8509",10439,61.1395551414623,82.576111041995,-344.348754270883,73.9169319223997,0,0,0,0,0,0,18.3782211072599,-0.257000555608699,32
"8510",10440,100,100,250,54.55,21,22,24,5,42.59,41.32,26.9,1.89,19
"8511",10441,800,50,159,94.2,24,23,56,5,44.29,13.31,23.48,0.21,32
"8512",10442,500,50,2539,64.56,3,3,54,1,87.95,70.81,24.89,0,52
"8513",10443,400,200,128,88.14,17,17,58,3,31.43,38.65,22.64,0.08,36
"8514",10444,450,75,97,100,15,12,35,12,82.76,23.98,22.41,0.06,25
"8515",10445,850,26.36,206,100,20,20,35,3,21.43,7.18,25.47,0,24
"8516",10446,840,30,53,0,0,0,27,11,85.71,0,0,0,54
"8517",10447,500,100,124,97.62,26,24,19,5,68.97,20.84,25.68,0.01,50
"8518",10448,480,30,173,85.11,18,17,44,4,71.43,23.7,24,1.11,19
"8519",10449,460,42,63,100,25,25,40,20,19.54,39.61,22.35,0.03,38
"8520",10450,500,66.67,637,87.14,24,23,38,5,62.16,41.94,23.23,0.02,44
"8521",10451,120,20,132,86.96,0,0,64,1,12,53.2,23.53,0,30
"8522",10453,50,50,94,0,20,15,61,4,91.43,100,11.76,0,49
"8523",10454,80,26.67,61,50,10,10,38,8,15.79,100,15.69,0,27
"8524",10455,200,100,198,14.29,0,0,45,5,70.83,0,14.29,0,46
"8525",10456,400,100,19,100,22,29,31,12,24.14,43.51,19.14,0.1,21
"8526",10457,330,40,547,74.07,11,11,35,4,56.06,11.99,24.69,0.03,26
"8527",10458,180,43.33,36,100,21,22,10,8,34.62,23.82,27.62,0.72,20
"8528",10459,450,75,68,92.96,9,8,36,6,29.11,32.93,12.97,3.78,47
"8529",10462,190,30,46,100,25,24,52,9,17.91,26.75,13.72,0.01,54
"8530",10463,307.671889046079,14.6067723830651,182,0,0,0,24,3,0,0,0,0,47
"8531",10464,350,75,22,100,18,19,57,7,9.8,6.21,36.95,0.02,24
"8532",10466,390,60,73,77.14,19,22,38,6,14.29,82.1,11.78,0.04,18
"8533",10467,300,100,182,89.29,16,16,46,10,86.05,20.08,25.47,0.6,20
"8534",10468,150,50,27,100,0,0,62,7,20,80.56,0,0.504751228484164,17
"8535",10469,310,20,45,8.33,0,0,50,4,38.89,100,15.38,0,40
"8536",10471,370,50,40,24.32,26,23,27,11,85.53,41.55,25.48,0.02,21
"8537",10472,600,50,577,76.25,26,26,39,3,90.59,18.98,24.2,0.1,35
"8538",10475,560,42,208,98.7,16,15,34,4,46.34,0.79,44.88,0,58
"8539",10477,720,38.57,908,100,21,21,53,3,62.79,8.04,23.08,0.45,38
"8540",10478,300,100,42,14.81,25,31,49,6,58.33,100,17.14,0,30
"8541",10479,330,50,30,100,22,23,23,10,32.61,53.06,25.94,0.03,16
"8542",10481,-44.3890502246589,72.7952303311176,44.142369670533,40.4946159316472,0,0,0,0,0,0,11.0331611122765,1.27267533467807,32
"8543",10482,200,66.67,1810,98.46,22,22,33,3,47.69,6.09,24.01,0.02,27
"8544",10483,300,100,26,63.64,4,5,39,6,16.67,81.48,23.28,0.01,51
"8545",10484,560,22.73,285,87.88,22,22,30,6,64.38,9.85,21.58,5.32,18
"8546",10485,200,20,191,64.29,14,17,27,9,56.67,56.95,18.79,0.06,52
"8547",10487,-133.252509763014,-12.8376801311448,255,0,0,0,52,7,0,0,0,0,50
"8548",10488,50,20,93,81.82,19,19,28,12,0,21.92,19.44,0.07,24
"8549",10489,1300,100,10,100,24,25,25,17,0,7.68,23.18,0.99,25
"8550",10490,-5.6204792462322,15.3403190427275,122,0,0,0,56,3,0,0,0,0,42
"8551",10491,430,65,10,96.77,11,13,14,3,36.71,25.9,23.73,0.02,18
"8552",10492,430,46.67,139,62.86,8,9,64,7,70.27,18.7,21.11,0.01,38
"8553",10493,700,100,168,97.62,19,24,53,6,48.84,17.93,19.58,0.01,19
"8554",10494,670,73.33,19,88.06,24,23,20,11,39.24,17.86,22.9,0.07,26
"8555",10495,280,43.33,248,76.67,15,14,54,5,32.81,5.32,20.1,0.07,34
"8556",10496,400,100,80,97.53,1,1,45,12,35.71,41.96,21.82,0.38,40
"8557",10497,400,30,324,86.96,14,19,38,6,67.14,27.9,15.5,0.13,28
"8558",10498,300,100,347,64.2,8,8,45,4,92.94,24.88,23.23,0.01,46
"8559",10499,140,20,298,56,44,49,33,11,28.57,77.43,24.39,0,37
"8560",10501,20,20,70,16.67,0,0,60,6,0,0,16.67,0,64
"8561",10502,713.05,35,2,93.94,11,12,50,6,16.67,38.13,26.2,0.01,25
"8562",10503,400,50,22,100,37,38,35,16,24,7.39,23.66,0.16,21
"8563",10504,400,50,29,100,25,26,48,7,33.33,80.6,13.12,0,47
"8564",10507,30,15,50,100,14,15,65,1,18.52,2.51,15.85,0,21
"8565",10508,70,35,105,28.57,0,0,8,6,80,93.6,0,0,46
"8566",10509,-340.93946664997,72.514535192934,289,100,13,13,26,5,0,100,16.67,0,31
"8567",10510,300,50,394,94.29,18,16,28,4,24,10.79,23.9,0,17
"8568",10511,240,48,0,100,22,25,7,6,0,1.39,18.52,0.01,36
"8569",10512,420,60,784,85.71,18,19,27,2,40.68,23.58,23.65,0.09,30
"8570",10513,280,27.5,42,92.11,24,26,48,2,73.81,43.18,9.81,0.21,22
"8571",10515,550,50,363,72.86,12,12,39,7,75,32.82,24.24,0.17,39
"8572",10516,850,50,371,100,25,22,43,8,41.38,46.2,11.6,0.2,34
"8573",10517,1040,22.5,189,74.65,26,25,37,10,58.33,5.56,25.03,1.52,49
"8574",10518,690,27,325,78.48,13,11,53,7,69.14,13.04,15.96,0.06,21
"8575",10519,980,35,7,96.61,19,19,59,12,9.23,18.67,26.33,0.91,35
"8576",10520,-51.6316576788004,12.3722255880251,19,0,0,0,43,2,0,0,0,0,55
"8577",10521,500,50,16,85.42,21,21,18,16,62.9,35.07,24.44,0.1,24
"8578",10523,200,33.33,265,0,0,0,41,4,68.42,0,0,0,41
"8579",10524,480,75,21,97.01,16,17,29,21,12.16,24.12,23.45,0.43,19
"8580",10525,500,50,45,89.66,23,23,20,11,50.85,16.79,25.41,0.09,28
"8581",10526,200,100,127,0,0,0,50,5,72,0,0,0,53
"8582",10527,550,15,129,97.67,20,21,46,8,32.56,84.41,15,0.15,55
"8583",10528,430,25,301,98.77,13,14,43,8,57.83,95.91,18.2,0.02,60
"8584",10529,750,66.67,212,100,17,16,43,12,72.41,8.22,21.32,0.25,32
"8585",10530,800,100,103,95.45,28,26,31,11,16.28,4.35,29.66,0.95,25
"8586",10531,650,87.5,10,98.55,21,21,49,9,10.53,27.24,24.45,1.9,41
"8587",10532,500,40,111,98.8,3,3,29,4,61.63,4.01,33.12,0.02,35
"8588",10533,330,25,570,71.43,22,22,40,5,67.8,8.97,23.64,0.67,30
"8589",10534,20,20,19,50,0,0,50,4,25,0,16.67,0,50
"8590",10535,450,50,16,5.26,12,10,22,10,82.98,100,14.29,0,60
"8591",10536,300,100,19231,100,23,23,35,0,42.35,37.32,23.3,0.02,51
"8592",10537,370,32.5,42,79.69,11,12,34,17,48.72,26.53,21.43,0.36,38
"8593",10539,400,200,254,93.33,19,21,48,9,71.67,26.14,24.67,0.16,26
"8594",10540,285.29285395534,-72.099624452851,13,0,0,0,80,0,0,0,0,0.907584355769108,19
"8595",10541,440,65,190,95.4,16,16,36,12,88.51,19.97,21.87,1.13,24
"8596",10542,250,50,78,73.53,23,20,45,9,76.39,5.44,21.65,0.11,27
"8597",10543,250,20,228,97.01,5,5,31,10,52.86,14.82,22.88,0.05,27
"8598",10544,37.9226565023347,78.745640409987,128,100,19,21,22,6,0,33.23,16.73,0,53
"8599",10547,550,50,99,98.75,15,12,48,9,46.91,64.33,10.59,0.3,45
"8600",10548,60,20,32,50,12,12,42,2,5.56,100,0,0,24
"8601",10549,160,30,504,100,12,16,31,5,7.14,8.92,23.32,0.31,19
"8602",10551,140,20,5,0,0,0,24,13,26.09,0,0,0,59
"8603",10553,150,20,97,0,0,0,44,4,30.77,0,0,0,51
"8604",10555,710,56,192,98.82,18,20,41,7,57.47,8.09,26.8,0.04,36
"8605",10556,270,40,395,0,0,0,59,5,70.45,0,0,0,53
"8606",10557,500,100,2369,57.14,22,21,40,2,97.62,26.14,15.19,0.01,50
"8607",10558,-48.8038691631326,40.2849398347685,36,76.92,9,10,49,6,0,81.44,13.89,0,18
"8608",10559,350,24.29,284,92.21,17,16,49,2,47.56,12.01,21,0.54,36
"8609",10560,1210,166.67,286,97.56,8,10,56,5,79.07,32.56,22.55,0.31,34
"8610",10561,400,100,43,50.65,26,27,51,9,49.4,99.44,13.64,0.02,58
"8611",10562,100,100,126,100,16,17,44,5,34.62,15.5,24.8,0.6,39
"8612",10563,1850,48,133,97.1,20,21,45,6,76.06,10.05,23.46,7.53,22
"8613",10564,490,40,135,100,22,22,44,9,44.87,43.45,22.73,0.56,29
"8614",10565,50,25,15,100,15,15,62,2,0,66.78,18.97,0,34
"8615",10566,150,50,133,58.33,9,11,37,6,26.53,61.38,20.41,0.05,52
"8616",10567,500,100,121,88,22,23,43,7,45.88,27.34,22.43,0.38,35
"8617",10568,400,100,272,58.23,3,3,39,6,86.9,63.14,22.46,0.08,27
"8618",10569,400,50,336,98,20,20,42,8,86,12.18,27.66,0.09,15
"8619",10570,60,30,25,50,20,17,49,7,12.5,0,14.81,0,36
"8620",10571,500,150,90,0,0,0,37,10,73.77,100,0,0,42
"8621",10572,380,30,0,77.78,17,21,50,40,28,90.42,16.67,0,47
"8622",10573,300,20,59,52.94,6,4,36,5,33.33,63.97,12.73,0,42
"8623",10574,640,40,199,97.59,23,24,46,2,71.76,51.92,22.43,0.09,22
"8624",10575,680,46,177,94.19,19,18,21,29,88.51,24.16,31.32,0,22
"8625",10576,380,40,100,96.97,15,15,41,17,47.22,13.03,25.9,0.86,21
"8626",10577,300,50,79,77.78,17,16,32,12,66.67,25.62,25.78,0.05,42
"8627",10578,600,62.5,540,97.59,30,30,19,8,67.82,21.65,24.44,0.33,26
"8628",10579,200,200,60,100,24,25,51,4,12.64,59.62,11.87,0.03,35
"8629",10581,400,100,59,92.31,16,16,19,8,81.61,22.73,25.71,0.09,26
"8630",10582,20,10,36,75,16,14,27,7,0,12.1,16.67,0,16
"8631",10583,240,10,49,100,25,26,26,11,3.28,59.9,21.08,0.69,33
"8632",10584,710,78,103,83.72,25,24,24,21,59.57,30.53,23.58,0.22,47
"8633",10585,150,50,196,100,14,14,35,3,22.86,13.56,19.95,0.01,28
"8634",10586,650,83.33,103,98.68,10,10,68,2,15.38,90.34,23.04,0.05,40
"8635",10589,400,100,57,98.73,12,12,39,1,17.86,37.89,23.89,0.05,36
"8636",10590,500,50,667,4.62,0,0,64,2,94.29,6.88,0,0,50
"8637",10591,480,50,86,90.67,25,25,35,10,57.83,9.52,23.13,0.11,34
"8638",10592,100,100,54,81.82,19,18,45,6,0,42.28,16.67,0,39
"8639",10593,400,100,230,84.15,8,9,42,12,52.33,23.87,35.14,0.04,28
"8640",10595,300,10,307,100,24,23,23,3,20,15.52,19.76,1.2,17
"8641",10597,300,50,54,4.35,10,10,46,5,48.39,84.36,21.62,0.01,28
"8642",10598,20,20,12,10,0,0,79,3,41.18,99.45,0,0,24
"8643",10599,505.334849493917,123.799483378879,112,0,0,0,45,5,100,0,0,0,60
"8644",10601,300,100,310,5.97,21,12,35,6,63.64,63.82,23.08,0.01,36
"8645",10602,170,35,546,4.76,0,0,30,4,78.57,4.4,25,0,32
"8646",10603,130,43.33,818,40,6,6,76,1,69.23,37.88,22.06,0,40
"8647",10604,450,150,568,96.51,17,18,47,6,91.95,23.79,21.76,0.32,41
"8648",10605,650,87.5,362,100,23,23,45,5,87.36,27.92,23.94,0.85,30
"8649",10606,195.447833403903,52.2374279213065,0,100,25,22,50,3,50,4.49,24.0846663022931,-0.875767837517952,20
"8650",10608,180,20,38,0,0,0,46,9,46.15,0,0,0,43
"8651",10609,500,66.67,562,100,19,21,37,2,26.56,8.87,23.14,0.22,30
"8652",10610,420,40,69,95.24,15,14,34,17,46.88,17.33,21.99,0.55,36
"8653",10611,400,100,113,97.06,14,14,71,3,10.39,47.19,23.2,0.05,56
"8654",10612,405.327208417497,20.3344702003114,0,100,23,26,0,0,0,96.79,15.38,0,35
"8655",10613,250,50,86,98.84,18,20,19,4,17.24,12.43,21.73,0.48,24
"8656",10614,20,20,30,69.23,14,11,60,9,37.5,79.93,24.1,1.15,18
"8657",10615,500,50,167,100,20,20,32,14,42.53,36.44,21,2.37,22
"8658",10616,400,100,117,0,0,0,34,5,84.72,0,0,0,43
"8659",10617,160,36.67,386,94.87,14,13,42,12,10.98,32.26,19.3,0.04,38
"8660",10618,150,50,22,95.92,15,19,32,12,21.15,36.13,20.88,0.09,20
"8661",10619,580,47.5,93,98.53,24,23,47,12,16.25,12.55,21.94,4.14,16
"8662",10620,580,46,624,4.48,0,0,62,4,82.67,100,14.29,0,57
"8663",10621,300,50,49,100,20,20,49,10,87.36,13.78,23.42,0.81,17
"8664",10622,570,28.33,4544,90.12,22,20,35,1,59.26,25.66,21.76,0.11,26
"8665",10624,90,12.5,143,0,0,0,48,2,23.08,0,0,0,30
"8666",10625,200,100,22,0,0,0,53,6,20,0,0,0,20
"8667",10626,270,42.5,161,72.34,8,8,39,7,43.64,5.88,23.39,0.07,29
"8668",10627,220,20,81,97.56,13,12,17,12,60.98,42.38,35.16,0.01,41
"8669",10628,400,100,1247,62.16,32,31,30,2,42.31,17.3,24.26,0.34,38
"8670",10629,420,40,8,84.48,15,15,31,11,54.69,12.22,22.17,0.51,30
"8671",10630,550,50,55,100,20,20,61,4,48.28,32.83,24.63,0.1,40
"8672",10631,130,40,225,0,50,50,22,5,61.54,100,0,0,36
"8673",10632,400,100,257,100,22,22,41,6,56.32,47.6,18.05,0.12,35
"8674",10633,450,100,374,96.55,22,20,44,11,95.4,57.7,14.29,0.19,45
"8675",10634,70,20,70,92.31,29,28,53,10,6.78,91.7,16.31,0,27
"8676",10635,320,20,144,100,20,17,63,3,1.18,95.68,15.05,0.02,55
"8677",10636,220,20,4,50,29,29,25,21,14.29,0.59,20,0.06,18
"8678",10637,50,50,23,0,0,0,14,11,100,24.51,25,0,26
"8679",10638,400,66.67,246,49.15,15,15,41,8,65.22,20.01,26.42,0.01,25
"8680",10639,700,20.71,197,63.83,5,5,35,5,31.34,57.36,25.17,0.02,47
"8681",10642,400,100,56,97.56,13,14,51,5,31.03,17.08,27.1,1.11,20
"8682",10643,100,100,374,42,23,19,43,4,69.49,1.64,22.63,0.17,38
"8683",10644,190,35,56,81.25,6,5,45,4,15.15,71.53,20.88,0.01,32
"8684",10645,600,30,434,100,19,18,40,6,41.89,9.84,20.79,9.67,19
"8685",10646,230,20,38,65.22,5,5,43,12,23.68,38.97,11.5,0.09,16
"8686",10647,110,20,14,98.18,17,19,25,3,7.94,19.74,16.71,0.02,23
"8687",10648,590,47.5,143,76.06,10,12,40,6,61.04,71.21,18.88,0.18,39
"8688",10649,550,45,117,100,12,11,53,9,2.3,5.88,24.91,0.35,16
"8689",10650,330,26,278,0,0,0,41,7,54.05,0,14.29,0,41
"8690",10652,150,30,420,78.26,18,19,24,11,12,53.5,16.13,0.03,30
"8691",10654,50,50,58,100,22,20,59,9,5.88,13.73,15.87,0,16
"8692",10656,200,100,285,0,0,0,50,4,81.69,0,0,0,52
"8693",10657,350,75,110,92.21,26,26,53,6,67.53,23.88,23.42,0.01,52
"8694",10658,440,21.43,274,97.5,18,18,38,7,41.67,12.28,21.34,1.21,25
"8695",10659,128.14297345111,79.9189611509577,60,0,0,0,20,3,25,85.6,0,0,26
"8696",10660,170,20,92,96.55,5,4,34,4,29.41,36.92,19.35,0,18
"8697",10661,580,60,141,92.96,23,22,29,15,50,31.82,27.44,0.39,25
"8698",10662,60,20,443,23.53,21,21,84,1,36.84,0,16.67,0,44
"8699",10663,150,18.75,9,0,0,0,31,25,22.22,0,0,0,36
"8700",10664,520,73.33,258,94.52,9,11,42,5,45.88,28.02,25.59,4.85,21
"8701",10665,484.839862679598,95.7012979473388,0,100,20,20,0,0,0,0,16.67,0,38
"8702",10666,290,30,165,78.85,22,22,36,15,13.11,22.51,23.95,1.41,35
"8703",10667,500,50,91,97.44,7,6,45,8,50,7.91,24.23,0.56,36
"8704",10668,790,56,415,90.48,18,19,33,5,79.07,32.29,23.49,1.16,21
"8705",10669,120,35,34,86.67,14,18,24,10,4.55,24.58,20.56,0.14,20
"8706",10670,400,100,361,100,17,17,44,7,97.7,31.28,27.76,0.03,48
"8707",10671,718.3,100,33,97.44,19,25,52,6,19.57,23.69,19.56,0.12,33
"8708",10672,580,50,625,91.46,12,11,50,7,96.51,37.29,23.69,0.15,23
"8709",10673,650,50,546,100,13,13,49,4,52.87,12.15,23.22,0.79,18
"8710",10674,260,20,55,2.56,50,50,22,16,81.82,0,16.67,0,48
"8711",10675,300,50,204,32.65,12,12,41,10,75.86,11.65,26.44,0.01,42
"8712",10676,450,50,5,100,20,22,30,21,11.76,15.07,20.92,0.89,21
"8713",10677,200,100,240,57.5,16,16,42,2,72.34,24.98,22.15,0.32,53
"8714",10678,80,20,147,0,0,0,48,4,66.67,0,0,0,35
