,RECHARGE_VALUE,RECHARGE_AVG,COUNT_HAS_RECHARGE,SOCIAL_NETWORK_MB,INSTAGRAM_MB,PERC_SOCIAL_NETWORK_MB,PERC_WHATSAPP_MB,PERC_INTERNET_MB,SOCIAL_NETWORK_MB_BY_SESSION,PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_DAYS_MADE_CALLS_OTT,P1_SOCIAL_NETWORK_MB,P1_PERC_WHATSAPP_SESSIONS,P1_PERC_INTERNET_SESSIONS,P1_SOCIAL_NETWORK_MB_BY_SESSION,P2_MADE_CALLS,P2_MADE_CALLS_DURATION,P2_PERC_RECEIVED_CALLS_DURATION,P3_MADE_CALLS_DURATION,P3_SOCIAL_NETWORK_MB_BY_SESSION,P3_PERC_DAYS_MADE_CALLS_OTT,P4_INSTAGRAM_MB,P4_WHATSAPP_MB_BY_SESSION,P4_PERC_DAYS_MADE_CALLS_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_P1_INTERNET_MB_BY_TOTAL,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_MADE_CALLS_IN_P2,PERC_P2_MADE_CALLS_BY_TOTAL,PERC_P2_MADE_CALLS_DURATION_BY_TOTAL,PERC_INSTAGRAM_MB_IN_P3,PERC_WHATSAPP_MB_IN_P4,PERC_RECEIVED_CALLS_DURATION_IN_P4,PERC_P4_WHATSAPP_SESSIONS_BY_TOTAL,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,WEEKEND_HOLYDAY_INTERNET_MB,WEEKEND_HOLYDAY_WHATSAPP_MB_BY_SESSION,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G,AGE
8317,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,67.35,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0,13
8318,,,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,16.57,17.15,0.0,0.0,18.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,24.0,100.0,38.0,0.0,0.0,22.0,0.0,0.0,31.0,4.0,6.0,0.0,0.0,0.0,0,65
8320,160.0,40.0,3.0,1.35,0.0,1.08,0.0,98.92,0.0,100.0,10.0,0.29,14.55,25.25,0.0,9.0,0.0,100.0,16.0,0.0,6.06,0.0,0.0,0.0,22.0,25.0,50.0,64.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,13.35,0.0,0.0,0,65
8321,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,72.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,15.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,,0,59
8322,400.0,50.0,3.0,6282.48,0.0,92.11,0.0,7.89,6.97,100.0,47.62,1146.81,10.4,22.87,6.71,244.0,65.0,22.62,36.0,9.62,31.03,0.0,0.0,8.33,19.0,1.0,33.0,36.0,30.0,34.0,0.0,0.0,5.0,3.0,2.0,70.77,0.0,0.0,0,15
8323,450.0,90.0,3.0,13.84,0.0,5.22,61.26,33.52,0.09,83.56,84.93,6.38,27.33,29.26,0.16,377.0,89.0,30.47,80.0,0.0,62.96,0.0,0.08,59.38,25.0,2.0,45.0,48.0,35.0,28.0,0.0,2.0,18.0,3.0,5.0,6.26,0.18,0.05,0,29
8324,670.0,47.86,3.0,8305.32,0.0,74.44,18.73,6.83,9.74,100.0,25.33,1004.36,23.68,22.45,6.7,30.0,39.0,36.07,6.0,6.63,11.11,0.0,3.96,12.0,18.0,1.0,36.0,52.0,19.0,29.0,0.0,50.0,43.0,8.0,19.0,311.9,3.61,4.0,0,20
8325,630.0,28.64,3.0,5.43,0.0,5.65,0.0,94.35,0.02,82.14,54.76,0.0,2.01,89.95,0.0,77.0,76.0,63.46,48.0,0.04,23.19,0.0,0.0,21.67,20.0,12.0,44.0,52.0,17.0,16.0,0.0,0.0,21.0,1.0,13.0,13.53,0.0,0.0,1,48
8326,550.0,50.0,3.0,459.84,0.0,24.17,53.05,22.78,0.47,100.0,39.29,9.12,24.77,22.07,0.2,37.0,46.0,30.3,20.0,0.39,13.58,0.0,0.98,14.81,5.0,0.0,30.0,19.0,13.0,15.0,0.0,45.0,47.0,11.0,10.0,176.05,0.98,1.07,0,25
8327,190.0,31.67,3.0,1008.38,0.01,67.76,11.63,20.61,2.4,100.0,16.47,163.88,21.65,18.23,2.6,28.0,274.0,29.38,128.0,2.7,14.47,0.0,0.39,5.8,15.0,2.0,49.0,17.0,10.0,40.0,0.0,28.0,15.0,6.0,5.0,165.88,0.53,0.65,0,37
8328,120.0,30.0,2.0,265.95,0.0,46.99,19.38,33.62,1.93,100.0,41.67,74.53,19.69,20.47,2.98,53.0,23.0,37.84,4.0,3.33,23.53,0.0,1.15,18.75,18.0,4.0,41.0,75.0,39.0,34.0,0.0,39.0,21.0,6.0,10.0,21.21,0.21,0.18,0,19
8329,50.0,50.0,1.0,0.24,0.0,2.62,0.0,97.38,0.0,100.0,5.0,0.0,16.14,18.99,0.0,2.0,791.0,16.3,993.0,0.0,2.99,0.0,0.0,0.0,22.0,28.0,40.0,40.0,4.0,35.0,0.0,0.0,12.0,4.0,2.0,0.29,0.0,0.0,0,19
8330,300.0,100.0,3.0,1084.68,0.0,53.59,28.25,17.74,3.08,91.14,34.18,46.49,18.71,19.33,0.74,59.0,195.0,33.67,162.0,4.74,13.04,0.0,1.93,19.23,18.0,2.0,36.0,31.0,20.0,23.0,0.0,24.0,30.0,4.0,10.0,154.7,2.37,1.58,1,26
8331,100.0,100.0,1.0,1196.11,0.0,94.2,0.47,5.33,19.29,72.73,63.64,61.29,22.73,22.73,4.09,9.0,14.0,54.84,0.0,14.77,50.0,0.0,0.06,0.0,24.0,2.0,59.0,50.0,26.0,28.0,0.0,14.0,21.0,5.0,12.0,14.09,0.04,0.03,1,42
8332,580.0,48.33,3.0,96.29,0.29,18.23,0.0,81.71,0.27,100.0,70.0,0.91,14.08,28.15,0.01,482.0,604.0,23.25,274.0,0.69,31.65,0.0,0.0,39.74,24.0,16.0,41.0,50.0,34.0,36.0,100.0,0.0,27.0,3.0,7.0,163.24,0.0,0.0,0,30
8333,,,,2.6,0.0,32.71,2.19,65.11,0.17,71.43,7.14,1.63,16.67,26.67,0.33,0.0,21.0,65.57,44.0,0.0,0.0,0.0,0.02,14.29,33.0,30.0,22.0,0.0,0.0,5.0,0.0,88.0,43.0,9.0,19.0,0.0,0.0,0.0,0,19
8334,90.0,30.0,2.0,5.93,10.1,2.38,42.01,51.36,0.02,100.0,3.57,0.01,16.99,19.92,0.0,3.0,30.0,57.75,3.0,0.0,1.43,10.1,0.09,2.41,25.0,1.0,36.0,43.0,8.0,20.0,0.0,8.0,34.0,5.0,26.0,112.67,0.55,0.16,1,19
8335,450.0,90.0,3.0,1427.3,0.0,60.84,13.44,25.71,2.71,100.0,35.63,38.66,17.73,27.8,0.35,66.0,241.0,27.63,233.0,4.29,16.67,0.0,0.51,22.97,21.0,2.0,35.0,35.0,20.0,21.0,0.0,18.0,30.0,4.0,7.0,112.24,0.35,0.48,0,58
8337,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,,,,,1.0,1.0,90.91,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,17.0,2.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0,46
8338,180.0,36.0,3.0,319.36,0.0,88.46,2.87,8.43,0.84,97.18,11.27,57.97,18.66,16.59,0.73,11.0,66.0,60.95,74.0,0.42,5.97,0.0,0.04,1.49,21.0,1.0,57.0,41.0,10.0,18.0,0.0,34.0,18.0,5.0,9.0,6.97,0.02,0.02,0,27
8339,570.0,47.5,3.0,4384.54,0.0,76.28,12.37,11.35,4.56,95.4,93.1,657.52,22.89,22.89,5.62,619.0,246.0,50.6,52.0,3.15,64.29,0.0,0.42,36.36,12.0,1.0,57.0,68.0,32.0,31.0,0.0,11.0,13.0,5.0,7.0,172.34,0.37,0.3,0,23
8340,400.0,100.0,3.0,0.37,0.0,2.57,0.0,97.43,0.04,2.9,60.87,0.0,14.29,28.57,0.0,50.0,140.0,51.72,63.0,0.0,30.0,0.0,0.0,35.0,10.0,6.0,51.0,47.0,15.0,26.0,0.0,0.0,13.0,4.0,7.0,0.0,0.0,0.0,1,54
8341,90.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.48,0.0,0.0,0.0,0.0,8.0,221.0,18.15,143.0,0.0,53.85,0.0,0.0,57.14,0.0,0.0,39.0,9.0,5.0,40.0,0.0,0.0,23.0,0.0,5.0,0.0,0.0,0.0,0,28
8342,140.0,20.0,3.0,0.0,0.0,2.49,1.69,95.82,0.0,37.84,27.03,0.0,0.0,0.0,0.0,57.0,50.0,43.82,9.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,49.0,95.0,53.0,34.0,0.0,0.0,18.0,3.0,10.0,0.02,0.0,0.0,0,65
8343,,,,151.78,0.0,81.54,1.3,17.17,7.23,100.0,66.67,13.97,24.0,16.0,2.33,33.0,47.0,9.62,17.0,8.65,100.0,0.0,0.37,50.0,29.0,0.0,31.0,51.0,39.0,59.0,0.0,78.0,6.0,6.0,1.0,,,,0,31
8344,140.0,23.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,61.11,0.0,16.67,16.67,0.0,20.0,15.0,61.54,2.0,0.0,57.14,0.0,0.0,71.43,25.0,0.0,48.0,34.0,17.0,20.0,0.0,0.0,20.0,8.0,13.0,0.0,0.0,0.0,1,45
8346,150.0,21.43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,,,,,26.0,473.0,12.08,469.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,40.0,50.0,27.0,25.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,0.0,1,42
8347,500.0,100.0,3.0,3227.91,0.0,79.25,6.8,13.95,4.84,89.29,80.95,315.21,21.06,24.54,3.06,474.0,84.0,42.07,74.0,5.5,46.67,0.0,0.47,43.75,15.0,2.0,37.0,54.0,38.0,21.0,0.0,23.0,19.0,5.0,8.0,138.4,0.37,0.27,0,35
8348,,,,0.0,0.0,0.0,2.29,97.71,0.0,100.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,53.0,6.0,48.0,0.0,0.0,0.0,0,38
8349,240.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.53,0.0,0.0,0.0,0.0,20.0,79.0,63.43,30.0,0.0,57.89,0.0,0.0,60.0,0.0,0.0,56.0,38.0,15.0,21.0,0.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,1,25
8350,150.0,50.0,2.0,1417.88,0.0,95.36,0.35,4.29,7.5,89.36,14.89,237.32,16.75,21.47,5.93,13.0,19.0,38.71,107.0,6.94,7.41,0.0,0.03,10.34,21.0,0.0,19.0,41.0,23.0,8.0,0.0,21.0,38.0,5.0,10.0,16.59,0.01,0.01,0,31
8352,50.0,50.0,1.0,478.22,0.0,61.49,5.05,33.46,3.57,100.0,3.57,47.61,21.37,18.8,1.9,8.0,15.0,46.43,11.0,1.48,0.0,0.0,0.02,0.0,19.0,0.0,46.0,100.0,89.0,21.0,0.0,2.0,21.0,6.0,8.0,0.01,0.01,0.01,0,20
8353,950.0,50.0,3.0,8387.0,1.34,83.18,0.61,16.2,6.45,100.0,72.41,2028.03,24.61,23.7,5.84,1100.0,308.0,23.57,265.0,11.44,30.23,0.17,0.05,8.14,27.0,5.0,58.0,45.0,40.0,28.0,13.0,18.0,15.0,5.0,2.0,477.24,0.03,0.02,0,34
8355,80.0,26.67,2.0,1.99,0.0,4.93,33.05,62.02,0.01,86.67,5.0,0.0,21.43,16.67,0.0,9.0,745.0,21.99,471.0,0.01,0.0,0.0,0.02,2.08,22.0,3.0,49.0,69.0,20.0,41.0,0.0,10.0,19.0,6.0,5.0,1.59,0.04,0.02,0,33
8356,40.0,20.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,42.86,28.57,0.0,15.0,25.0,0.0,9.0,6.0,66.67,9.0,0.0,0.0,0.0,0.0,20.0,38.0,100.0,32.0,90.0,29.0,6.0,0.0,0.0,32.0,6.0,13.0,0.01,0.0,0.0,0,42
8357,500.0,83.33,3.0,17.05,0.01,1.51,25.93,72.55,0.05,100.0,90.8,0.02,27.66,30.24,0.0,1916.0,724.0,19.82,385.0,0.11,51.72,0.01,0.08,16.87,19.0,8.0,56.0,59.0,49.0,41.0,0.0,9.0,11.0,8.0,2.0,215.16,0.09,0.05,0,33
8358,300.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.31,0.0,0.0,0.0,0.0,705.0,983.0,12.08,568.0,0.0,85.0,0.0,0.0,90.91,0.0,0.0,51.0,43.0,38.0,48.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,1,48
8360,410.0,29.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.47,0.0,0.0,0.0,0.0,69.0,203.0,36.36,93.0,0.0,62.5,0.0,0.0,54.55,0.0,0.0,52.0,47.0,24.0,35.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,1,49
8361,120.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,36.0,102.0,36.25,7.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,45.0,97.0,46.0,14.0,0.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0,1,50
8362,120.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,10.0,38.0,11.63,5.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,38.0,71.0,50.0,58.0,0.0,0.0,23.0,0.0,5.0,0.0,0.0,0.0,0,38
8363,300.0,100.0,3.0,1132.65,0.0,76.8,1.22,21.97,2.94,97.06,50.0,76.23,20.88,21.55,1.15,143.0,82.0,61.14,44.0,2.83,33.85,0.0,0.01,21.43,17.0,2.0,42.0,30.0,22.0,14.0,0.0,7.0,20.0,5.0,10.0,165.79,0.02,0.02,0,22
8364,130.0,32.5,1.0,51.16,0.0,87.08,0.2,12.72,2.22,73.33,26.67,0.0,16.67,16.67,0.0,4.0,11.0,54.17,31.0,4.68,20.0,0.0,0.01,0.0,9.0,0.0,33.0,40.0,13.0,13.0,0.0,92.0,10.0,6.0,5.0,4.04,0.0,0.01,0,61
8365,300.0,50.0,3.0,0.04,0.0,0.49,0.0,99.51,0.0,6.82,59.09,0.0,15.38,23.08,0.0,64.0,88.0,54.64,118.0,0.0,35.0,0.0,0.0,63.64,17.0,0.0,51.0,47.0,27.0,17.0,0.0,0.0,16.0,4.0,6.0,0.0,0.0,0.0,0,52
8366,630.0,63.0,3.0,123.7,0.0,6.08,79.23,14.65,0.32,100.0,36.78,26.63,27.64,20.8,0.29,104.0,1205.0,16.2,685.0,0.13,17.24,0.0,1.47,13.95,24.0,1.0,50.0,30.0,20.0,36.0,0.0,17.0,21.0,7.0,3.0,44.45,1.65,0.77,0,51
8367,550.0,68.75,3.0,1489.32,0.0,55.57,14.35,30.08,2.72,91.86,72.09,107.41,26.61,18.75,1.01,966.0,774.0,13.52,609.0,2.0,33.77,0.0,0.74,49.37,19.0,1.0,34.0,43.0,38.0,20.0,0.0,38.0,34.0,8.0,3.0,206.25,0.44,0.36,0,30
8368,50.0,50.0,1.0,121.3,0.0,95.95,2.31,1.74,1.2,93.94,6.06,5.32,23.75,15.0,0.33,1.0,128.0,40.74,73.0,1.05,6.25,0.0,0.02,5.56,16.0,0.0,49.0,8.0,4.0,31.0,0.0,21.0,18.0,7.0,8.0,2.2,0.01,0.01,0,36
8369,330.0,41.25,3.0,1432.71,1.34,72.65,14.5,12.78,3.32,96.0,48.0,240.07,23.16,23.16,2.61,15.0,36.0,29.41,44.0,3.14,20.0,0.91,0.5,40.48,21.0,2.0,12.0,1.0,1.0,1.0,7.0,19.0,73.0,7.0,3.0,98.58,0.63,0.15,0,16
8370,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,38.37,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,25.0,0.0,0.0,28.0,0.0,14.0,0.0,0.0,0.0,0,58
8371,40.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,62.5,2.0,0.0,0.0,,,,0.0,0.0,67.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,52
8372,320.0,29.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,32.0,225.0,37.67,267.0,0.0,41.18,0.0,0.0,75.0,0.0,0.0,35.0,60.0,29.0,23.0,0.0,0.0,16.0,0.0,6.0,0.0,0.0,0.0,1,30
8374,200.0,100.0,1.0,16.66,32.86,5.19,16.28,68.31,0.09,93.65,4.76,2.33,24.8,26.4,0.11,3.0,4.0,91.3,1.0,0.21,0.0,0.0,0.08,0.0,11.0,4.0,66.0,100.0,6.0,6.0,96.0,2.0,8.0,1.0,7.0,50.0,0.1,0.12,0,18
8375,480.0,53.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.05,0.0,0.0,0.0,0.0,226.0,424.0,16.7,269.0,0.0,85.71,0.0,0.0,81.82,0.0,0.0,42.0,37.0,31.0,24.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,1,61
8378,500.0,83.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,72.41,0.0,16.67,16.67,0.0,122.0,385.0,31.25,126.0,0.0,50.0,0.0,0.0,68.75,100.0,0.0,52.0,47.0,28.0,42.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0,63
8379,60.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0,0.0,16.0,1.0,87.5,16.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,29.0,84.0,37.0,2.0,0.0,0.0,21.0,0.0,12.0,0.0,0.0,0.0,1,20
8381,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92,,,,,43.0,77.0,27.36,38.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,58.0,72.0,43.0,46.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0,31
8382,300.0,100.0,3.0,358.38,0.0,47.54,0.0,52.46,7.63,26.98,71.43,72.21,12.5,25.0,6.02,159.0,87.0,28.1,64.0,1.97,50.0,0.0,0.0,53.06,26.0,11.0,37.0,22.0,16.0,24.0,0.0,0.0,34.0,5.0,9.0,307.83,0.0,0.0,0,37
8383,360.0,72.0,3.0,2406.91,0.0,76.44,2.37,21.19,2.36,100.0,53.95,291.45,27.92,17.66,1.3,46.0,169.0,28.39,47.0,1.95,26.39,0.0,0.04,22.73,22.0,5.0,39.0,9.0,6.0,37.0,0.0,8.0,15.0,5.0,5.0,316.08,0.26,0.03,0,29
8386,120.0,20.0,3.0,0.05,0.0,8.38,34.23,57.38,0.01,3.77,33.96,0.0,0.0,0.0,0.0,22.0,121.0,18.24,125.0,0.0,46.67,0.0,0.07,26.83,0.0,0.0,33.0,25.0,10.0,29.0,0.0,100.0,37.0,17.0,7.0,0.37,0.07,0.07,0,40
8387,20.0,20.0,1.0,0.18,0.0,1.69,41.05,57.26,0.0,84.78,6.52,0.0,16.67,16.67,0.0,1.0,8.0,63.64,26.0,0.0,2.86,0.0,0.09,3.7,4.0,0.0,23.0,33.0,4.0,5.0,0.0,76.0,36.0,6.0,13.0,5.46,0.09,0.21,0,24
8388,130.0,32.5,2.0,28.85,0.0,8.59,44.85,46.56,0.33,81.48,44.44,0.24,24.17,22.5,0.01,32.0,26.0,57.38,87.0,0.93,27.78,0.0,0.56,35.29,25.0,16.0,20.0,54.0,24.0,7.0,0.0,17.0,33.0,9.0,15.0,2.03,0.87,0.75,0,27
8390,510.0,36.43,3.0,1748.33,0.0,45.09,39.23,15.68,3.5,100.0,75.86,121.43,23.0,24.33,1.06,700.0,911.0,18.15,409.0,5.32,45.35,0.0,2.6,28.74,23.0,4.0,42.0,50.0,36.0,35.0,0.0,35.0,25.0,7.0,5.0,407.62,2.93,2.3,0,30
8391,190.0,27.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,61.29,0.0,0.0,0.0,0.0,33.0,61.0,46.96,22.0,0.0,38.89,0.0,0.0,50.0,0.0,0.0,52.0,57.0,23.0,26.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,0,42
8392,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0,0.0,1.0,117.0,43.48,53.0,0.0,33.33,0.0,0.0,100.0,0.0,0.0,53.0,20.0,3.0,31.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,1,52
8393,580.0,58.0,3.0,8065.44,0.0,91.39,3.1,5.51,15.08,88.24,92.94,612.36,22.32,18.11,5.62,2238.0,273.0,35.61,298.0,17.79,87.01,0.0,0.64,78.87,20.0,2.0,49.0,45.0,38.0,22.0,0.0,31.0,20.0,6.0,5.0,126.8,0.93,1.08,0,22
8394,120.0,10.91,3.0,15.26,3.26,0.91,96.14,2.75,0.04,100.0,2.44,0.81,24.63,18.1,0.02,2.0,492.0,24.89,605.0,0.05,0.0,0.31,2.42,0.0,14.0,0.0,35.0,100.0,7.0,18.0,9.0,36.0,30.0,10.0,5.0,3.28,1.63,1.32,0,21
8395,,,,82.36,0.0,89.95,3.86,6.19,0.69,91.3,0.0,6.23,17.05,17.05,0.28,0.0,111.0,47.64,90.0,0.0,0.0,0.0,0.09,0.0,18.0,0.0,44.0,0.0,0.0,22.0,0.0,99.0,24.0,5.0,11.0,0.0,0.0,0.0,0,25
8396,150.0,50.0,2.0,0.04,0.0,0.57,0.0,99.43,0.0,25.64,71.79,0.0,0.25,99.01,0.0,117.0,168.0,57.03,13.0,0.0,75.0,0.0,0.0,68.75,15.0,17.0,81.0,32.0,20.0,36.0,0.0,0.0,6.0,0.0,3.0,0.17,0.0,0.0,1,25
8397,300.0,21.43,3.0,798.76,0.0,37.67,51.34,10.99,1.41,100.0,8.05,85.7,27.1,24.73,0.59,8.0,189.0,21.25,100.0,0.85,3.49,0.0,1.88,2.3,26.0,1.0,40.0,16.0,9.0,25.0,0.0,35.0,33.0,6.0,6.0,38.9,1.31,1.31,0,26
8398,460.0,115.0,3.0,1.9,0.0,0.47,32.15,64.26,0.01,96.3,76.54,0.06,20.36,27.54,0.0,495.0,201.0,12.23,81.0,0.01,42.86,0.0,0.11,55.0,11.0,7.0,32.0,30.0,27.0,33.0,0.0,8.0,36.0,6.0,5.0,38.61,0.2,0.05,0,25
8399,200.0,50.0,3.0,0.12,0.0,0.25,3.33,96.42,0.0,97.65,20.0,0.0,16.81,21.85,0.0,103.0,653.0,9.93,437.0,0.0,7.5,0.0,0.0,6.41,24.0,17.0,57.0,33.0,28.0,51.0,0.0,11.0,11.0,4.0,1.0,19.77,0.01,0.0,0,27
8400,530.0,66.25,3.0,2694.95,0.05,67.88,17.39,14.73,5.15,82.89,27.63,133.27,23.93,19.4,1.45,55.0,89.0,50.56,19.0,4.45,15.79,0.03,1.0,7.02,18.0,0.0,47.0,51.0,28.0,25.0,0.0,19.0,24.0,7.0,13.0,84.27,1.12,1.1,0,18
8402,350.0,50.0,3.0,3.3,0.0,0.74,46.42,52.84,0.02,66.13,53.23,0.16,21.01,22.69,0.01,178.0,389.0,23.58,234.0,0.04,48.65,0.0,0.49,20.0,16.0,8.0,57.0,56.0,39.0,39.0,0.0,9.0,12.0,5.0,3.0,65.14,1.33,0.31,0,50
8403,660.0,30.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,3.66,65.85,0.0,14.29,28.57,0.0,134.0,569.0,26.3,423.0,0.0,50.0,0.0,0.0,44.44,33.0,60.0,41.0,42.0,17.0,30.0,0.0,0.0,21.0,0.0,5.0,0.02,0.0,0.0,1,65
8404,340.0,20.0,2.0,0.66,0.0,0.9,0.0,99.1,0.01,41.46,75.61,0.0,14.85,25.74,0.0,196.0,348.0,32.03,380.0,0.0,76.47,0.0,0.0,66.67,23.0,4.0,36.0,15.0,11.0,21.0,0.0,0.0,30.0,4.0,8.0,48.65,0.0,0.0,0,21
8405,430.0,47.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.91,0.0,0.0,0.0,0.0,47.0,92.0,59.11,55.0,0.0,47.83,0.0,0.0,47.37,0.0,0.0,50.0,46.0,21.0,19.0,0.0,0.0,21.0,0.0,12.0,0.0,0.0,0.0,0,30
8406,610.0,29.05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.33,0.0,0.0,0.0,0.0,567.0,142.0,40.08,98.0,0.0,52.08,0.0,0.0,0.0,0.0,0.0,68.0,64.0,46.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1,41
8407,310.0,62.0,3.0,21.87,141.25,6.66,12.19,37.82,0.14,93.02,9.3,0.27,20.83,20.83,0.02,0.0,6.0,70.0,20.0,0.12,4.35,44.71,0.39,12.5,9.0,1.0,24.0,0.0,0.0,2.0,37.0,70.0,29.0,10.0,6.0,17.34,0.07,0.08,0,18
8408,500.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,28.77,61.64,0.0,15.38,23.08,0.0,83.0,21.0,63.16,39.0,0.0,24.14,0.0,0.0,57.89,8.0,0.0,34.0,44.0,20.0,10.0,0.0,0.0,23.0,6.0,12.0,0.01,0.0,0.0,0,20
8410,650.0,38.24,3.0,1952.06,6.71,82.93,9.62,7.12,5.61,100.0,30.16,129.93,23.26,19.18,1.64,177.0,394.0,15.45,148.0,4.83,11.11,3.43,0.83,15.52,23.0,3.0,49.0,44.0,39.0,25.0,30.0,43.0,18.0,7.0,2.0,67.56,0.74,0.42,0,25
8411,220.0,73.33,2.0,100.27,0.0,84.46,6.97,8.56,1.45,68.29,43.9,1.5,22.22,22.22,0.75,41.0,153.0,31.39,135.0,0.3,22.73,0.0,0.17,30.77,3.0,0.0,53.0,67.0,34.0,34.0,0.0,40.0,14.0,6.0,4.0,5.06,0.21,0.25,0,37
8412,510.0,72.86,3.0,0.17,0.0,0.13,82.09,17.77,0.0,25.64,88.46,0.0,25.62,27.27,0.0,277.0,644.0,40.92,472.0,0.0,64.71,0.0,0.25,44.19,17.0,1.0,56.0,63.0,30.0,24.0,0.0,11.0,16.0,6.0,5.0,6.19,0.31,0.91,0,55
8413,540.0,45.0,3.0,497.92,34.68,55.05,14.11,27.0,1.12,93.15,78.08,140.56,19.3,26.32,1.42,230.0,122.0,30.29,157.0,0.88,32.08,10.85,0.2,74.24,22.0,3.0,20.0,9.0,8.0,11.0,0.0,22.0,35.0,7.0,8.0,57.25,0.47,0.22,0,23
8415,580.0,72.5,3.0,5074.63,0.0,73.52,1.02,25.46,6.2,100.0,58.62,1729.51,23.44,20.79,9.4,228.0,330.0,24.49,84.0,5.56,24.29,0.0,0.11,15.48,22.0,4.0,56.0,49.0,35.0,40.0,0.0,36.0,14.0,7.0,3.0,253.99,0.07,0.1,0,31
