,RECHARGE_VALUE,RECHARGE_AVG,COUNT_HAS_RECHARGE,SOCIAL_NETWORK_MB,INSTAGRAM_MB,PERC_SOCIAL_NETWORK_MB,PERC_WHATSAPP_MB,PERC_INTERNET_MB,SOCIAL_NETWORK_MB_BY_SESSION,PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_DAYS_MADE_CALLS_OTT,P1_SOCIAL_NETWORK_MB,P1_PERC_WHATSAPP_SESSIONS,P1_PERC_INTERNET_SESSIONS,P1_SOCIAL_NETWORK_MB_BY_SESSION,P2_MADE_CALLS,P2_MADE_CALLS_DURATION,P2_PERC_RECEIVED_CALLS_DURATION,P3_MADE_CALLS_DURATION,P3_SOCIAL_NETWORK_MB_BY_SESSION,P3_PERC_DAYS_MADE_CALLS_OTT,P4_INSTAGRAM_MB,P4_WHATSAPP_MB_BY_SESSION,P4_PERC_DAYS_MADE_CALLS_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_P1_INTERNET_MB_BY_TOTAL,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_MADE_CALLS_IN_P2,PERC_P2_MADE_CALLS_BY_TOTAL,PERC_P2_MADE_CALLS_DURATION_BY_TOTAL,PERC_INSTAGRAM_MB_IN_P3,PERC_WHATSAPP_MB_IN_P4,PERC_RECEIVED_CALLS_DURATION_IN_P4,PERC_P4_WHATSAPP_SESSIONS_BY_TOTAL,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,WEEKEND_HOLYDAY_INTERNET_MB,WEEKEND_HOLYDAY_WHATSAPP_MB_BY_SESSION,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G,AGE
4210,180.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.06,0.0,0.0,0.0,0.0,33.0,10.0,84.85,3.0,0.0,21.74,0.0,0.0,32.14,0.0,0.0,36.0,51.0,13.0,6.0,0.0,0.0,28.0,0.0,25.0,0.0,0.0,0.0,1,55
4211,400.0,100.0,3.0,0.16,0.0,0.01,90.1,9.89,0.0,96.15,79.49,0.0,29.64,29.12,0.0,394.0,1014.0,18.16,111.0,0.0,36.49,0.0,0.76,37.14,16.0,0.0,62.0,49.0,34.0,62.0,0.0,10.0,8.0,7.0,2.0,49.66,1.03,0.55,0,26
4212,840.0,24.0,3.0,2606.89,0.08,52.92,36.96,10.13,3.62,98.85,79.31,166.8,22.93,21.48,1.22,2414.0,1127.0,15.77,971.0,3.08,64.37,0.0,4.08,59.3,19.0,1.0,37.0,48.0,43.0,29.0,62.0,49.0,29.0,6.0,4.0,96.15,1.49,1.03,0,18
4213,410.0,37.27,2.0,155.31,0.0,31.71,9.94,58.35,0.63,79.55,61.36,11.85,23.55,21.9,0.22,90.0,104.0,48.51,67.0,0.32,40.54,0.0,0.1,31.25,22.0,4.0,53.0,56.0,27.0,25.0,0.0,14.0,11.0,6.0,5.0,46.07,0.19,0.09,0,35
4215,210.0,35.0,3.0,44.1,0.14,26.86,3.24,69.81,0.15,93.06,33.33,12.0,18.77,18.01,0.25,297.0,486.0,27.68,301.0,0.13,28.57,0.03,0.01,13.79,16.0,4.0,49.0,64.0,45.0,36.0,29.0,10.0,12.0,6.0,3.0,21.11,0.02,0.0,0,37
4216,50.0,50.0,1.0,376.9,0.0,68.82,2.56,28.63,3.06,100.0,47.37,9.43,22.39,19.4,0.31,17.0,198.0,12.78,95.0,1.79,17.65,0.0,0.13,26.67,24.0,2.0,30.0,30.0,18.0,22.0,0.0,27.0,33.0,5.0,3.0,15.58,0.07,0.09,0,30
4217,520.0,86.67,3.0,2819.65,0.02,73.78,4.84,21.16,4.58,100.0,52.33,233.15,22.49,21.76,2.56,182.0,134.0,20.71,319.0,5.9,30.0,0.0,0.24,25.68,15.0,2.0,22.0,16.0,14.0,13.0,0.0,21.0,36.0,6.0,6.0,484.6,0.35,0.29,0,22
4218,60.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,2.0,868.0,15.4,646.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.0,39.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,1,63
4219,20.0,20.0,1.0,0.25,0.0,3.51,5.01,91.48,0.08,100.0,50.0,0.0,0.0,0.0,0.0,1.0,20.0,41.18,46.0,0.13,0.0,0.0,0.01,0.0,0.0,0.0,21.0,100.0,25.0,13.0,0.0,3.0,18.0,12.0,8.0,0.0,0.0,0.0,0,30
4220,520.0,47.27,3.0,7562.07,0.03,93.38,0.41,6.21,15.03,95.18,54.22,903.67,22.39,22.14,9.93,42.0,151.0,20.94,45.0,13.82,35.0,0.01,0.01,43.9,18.0,0.0,31.0,23.0,11.0,40.0,0.0,2.0,11.0,3.0,4.0,89.17,0.05,0.02,0,33
4221,180.0,12.86,3.0,0.0,0.0,0.0,0.0,100.0,0.0,51.43,57.14,0.0,16.13,19.35,0.0,30.0,45.0,42.31,16.0,0.0,55.0,0.0,0.0,27.27,23.0,100.0,52.0,40.0,19.0,27.0,0.0,0.0,22.0,4.0,8.0,0.0,0.0,0.0,0,48
4222,40.0,20.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,33.33,66.67,,,,,3.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,43.0,60.0,0.0,0.0,0.0,17.0,0.0,,,,1,36
4223,400.0,100.0,3.0,34.85,0.0,3.39,67.64,28.93,0.05,100.0,95.35,4.16,22.75,22.88,0.03,327.0,357.0,74.39,209.0,0.04,55.95,0.0,0.9,43.21,21.0,5.0,60.0,43.0,18.0,15.0,0.0,24.0,8.0,6.0,5.0,56.11,0.77,0.36,0,44
4224,400.0,100.0,3.0,46.72,0.0,6.81,20.93,72.26,0.12,100.0,88.89,1.66,22.82,21.89,0.02,651.0,213.0,35.06,211.0,0.05,70.42,0.0,0.16,50.72,22.0,4.0,46.0,32.0,25.0,26.0,0.0,16.0,17.0,6.0,5.0,49.01,0.2,0.12,0,48
4225,370.0,33.64,3.0,18.91,0.0,12.72,22.48,64.79,0.05,100.0,57.14,2.12,20.27,22.73,0.02,218.0,108.0,45.45,83.0,0.12,41.67,0.0,0.09,23.33,27.0,14.0,56.0,50.0,32.0,30.0,0.0,27.0,7.0,5.0,3.0,17.97,0.1,0.1,0,43
4226,1720.0,122.86,3.0,3753.4,259.85,32.57,17.52,43.96,4.75,100.0,87.36,512.56,20.97,20.83,3.39,271.0,354.0,32.57,289.0,4.04,69.88,193.02,1.75,50.59,19.0,5.0,37.0,28.0,18.0,26.0,4.0,19.0,24.0,6.0,8.0,1130.59,2.13,1.29,0,27
4228,420.0,60.0,3.0,1381.8,0.0,65.63,18.77,15.6,1.86,98.72,67.95,56.6,25.37,20.59,0.9,377.0,534.0,17.59,184.0,1.75,36.49,0.0,0.32,26.98,8.0,0.0,38.0,43.0,32.0,49.0,0.0,17.0,24.0,7.0,6.0,49.51,0.3,0.49,0,44
4229,30.0,30.0,1.0,4.19,0.0,7.94,0.0,92.06,0.02,100.0,3.33,0.0,16.67,16.67,0.0,3.0,98.0,37.18,55.0,0.01,0.0,0.0,0.0,0.0,23.0,0.0,58.0,100.0,50.0,39.0,0.0,0.0,4.0,5.0,2.0,33.5,0.0,0.0,0,30
4231,570.0,57.0,3.0,8236.48,0.64,90.83,1.4,7.62,6.97,100.0,60.47,765.33,20.8,23.01,7.36,320.0,298.0,15.34,202.0,6.16,25.93,0.45,0.16,37.18,9.0,1.0,31.0,19.0,17.0,21.0,31.0,39.0,37.0,7.0,4.0,176.21,0.23,0.38,0,30
4232,590.0,45.38,3.0,6338.57,14.57,93.33,2.85,3.54,8.24,100.0,13.79,1088.97,22.01,19.05,7.16,7.0,10.0,75.61,95.0,12.44,7.23,12.14,0.33,6.58,20.0,0.0,27.0,32.0,11.0,4.0,9.0,28.0,28.0,5.0,12.0,47.98,0.2,0.14,0,23
4233,200.0,50.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,89.47,30.26,0.0,14.63,26.83,0.0,200.0,289.0,16.95,79.0,0.0,16.98,0.0,0.0,30.0,12.0,0.0,37.0,55.0,38.0,46.0,0.0,0.0,30.0,4.0,8.0,5.11,0.0,0.0,1,24
4234,70.0,23.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.0,35.0,55.7,26.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,48.0,82.0,13.0,18.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,1,51
4237,400.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.59,0.0,0.0,0.0,0.0,2233.0,441.0,12.5,268.0,0.0,78.57,0.0,0.0,84.62,0.0,0.0,57.0,73.0,66.0,46.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1,60
4239,550.0,50.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,9.59,97.26,0.0,0.0,0.0,0.0,638.0,659.0,22.1,810.0,0.0,85.71,0.0,0.0,100.0,0.0,0.0,47.0,51.0,41.0,28.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,1,56
4240,400.0,100.0,3.0,2328.3,0.41,94.0,1.45,4.54,13.86,52.94,87.06,813.44,20.79,22.47,19.84,179.0,209.0,46.41,244.0,15.25,63.46,0.0,0.16,71.23,24.0,1.0,38.0,24.0,16.0,15.0,0.0,17.0,36.0,5.0,12.0,14.43,0.08,0.07,0,26
4241,630.0,28.64,3.0,0.47,0.0,0.13,55.08,44.79,0.0,76.32,32.89,0.1,28.28,17.99,0.0,27.0,102.0,59.84,141.0,0.0,13.11,0.0,0.44,24.62,23.0,8.0,33.0,35.0,11.0,11.0,0.0,42.0,28.0,9.0,14.0,24.72,0.12,0.08,0,53
4242,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,20.0,,,,0,35
4243,400.0,66.67,3.0,3484.32,0.0,88.34,0.51,11.15,8.12,96.15,58.97,371.41,23.05,15.23,5.46,260.0,264.0,38.75,177.0,9.64,23.53,0.0,0.01,8.62,16.0,1.0,60.0,46.0,36.0,31.0,0.0,6.0,6.0,6.0,2.0,35.07,0.11,0.02,0,36
4244,250.0,50.0,3.0,513.14,0.0,83.5,0.13,16.37,0.82,93.65,15.87,67.4,15.5,20.3,0.9,4.0,977.0,8.52,990.0,0.86,12.24,0.0,0.0,11.11,12.0,1.0,27.0,3.0,2.0,24.0,0.0,19.0,40.0,4.0,3.0,35.85,0.0,0.0,1,40
4245,400.0,80.0,3.0,1736.43,0.04,61.26,13.66,25.08,2.68,98.75,77.5,64.56,21.79,22.86,0.51,165.0,688.0,31.06,273.0,3.79,36.0,0.0,0.64,30.38,20.0,2.0,52.0,49.0,21.0,35.0,0.0,30.0,19.0,6.0,6.0,200.46,0.6,0.66,0,42
4246,540.0,30.0,3.0,38.03,1.0,11.3,52.97,35.43,0.35,30.12,87.95,5.64,23.88,17.91,0.25,669.0,378.0,30.0,133.0,0.02,62.5,0.0,1.52,69.57,21.0,7.0,42.0,41.0,30.0,29.0,0.0,49.0,29.0,8.0,9.0,4.75,1.43,2.24,0,53
4249,320.0,53.33,3.0,188.73,0.0,78.02,1.72,20.26,2.25,86.67,43.33,0.39,22.22,22.22,0.1,24.0,168.0,14.72,92.0,2.96,35.29,0.0,0.01,12.5,5.0,2.0,54.0,41.0,24.0,52.0,0.0,3.0,7.0,3.0,1.0,22.03,0.0,0.0,0,43
4252,220.0,44.0,3.0,229.38,0.05,22.2,3.51,74.28,0.61,100.0,16.92,0.68,22.54,22.54,0.06,18.0,82.0,20.39,101.0,0.64,8.16,0.0,0.26,5.26,3.0,1.0,42.0,45.0,20.0,27.0,40.0,74.0,12.0,6.0,2.0,193.26,0.03,0.02,0,27
4253,90.0,22.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,114.0,7.0,63.16,19.0,0.0,80.0,0.0,0.0,88.24,0.0,0.0,26.0,19.0,11.0,8.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0,28
4255,450.0,30.0,3.0,53.53,0.0,5.97,16.24,77.78,0.15,100.0,8.57,0.59,22.54,21.13,0.05,4.0,70.0,38.6,86.0,0.08,5.26,0.0,0.3,8.33,4.0,1.0,37.0,33.0,12.0,18.0,0.0,12.0,22.0,4.0,7.0,308.5,0.31,0.15,0,25
4256,350.0,87.5,3.0,3922.34,1.62,64.48,4.43,31.04,14.42,64.52,85.48,320.62,20.77,21.54,11.06,138.0,91.0,62.86,143.0,13.05,55.93,0.14,0.66,50.98,11.0,6.0,24.0,23.0,10.0,9.0,14.0,18.0,26.0,6.0,17.0,897.79,1.11,0.7,0,25
4257,,,,227.59,0.0,66.87,1.62,31.32,3.92,88.89,11.11,130.03,20.0,20.0,9.29,0.0,15.0,63.41,12.0,0.69,11.11,0.0,0.17,12.5,24.0,9.0,24.0,0.0,0.0,8.0,0.0,70.0,45.0,8.0,26.0,3.44,0.02,0.02,0,21
4259,540.0,77.14,3.0,37.93,0.0,2.18,3.63,94.16,0.07,100.0,77.01,1.73,21.08,22.87,0.04,456.0,144.0,36.28,212.0,0.08,43.37,0.0,0.04,35.14,8.0,4.0,34.0,41.0,30.0,19.0,0.0,11.0,18.0,6.0,6.0,313.19,0.08,0.03,0,40
4261,290.0,41.43,2.0,175.43,0.0,64.46,7.5,28.04,0.48,100.0,54.02,45.48,14.66,27.05,0.54,723.0,504.0,28.81,461.0,0.02,48.28,0.0,0.0,54.02,23.0,1.0,38.0,24.0,19.0,20.0,0.0,2.0,32.0,3.0,7.0,13.62,0.01,0.0,0,29
4262,60.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,10.0,29.0,35.56,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,70.0,56.0,37.0,35.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,,0,60
4263,80.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,,,,,34.0,39.0,45.83,23.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,52.0,76.0,35.0,25.0,0.0,0.0,17.0,0.0,7.0,0.0,0.0,0.0,1,63
4266,300.0,60.0,2.0,20.27,0.0,34.87,4.5,60.63,0.05,100.0,36.78,1.83,19.49,19.75,0.03,139.0,153.0,28.5,158.0,0.06,28.57,0.0,0.0,19.48,16.0,5.0,35.0,35.0,26.0,28.0,0.0,12.0,17.0,5.0,5.0,10.79,0.0,0.0,0,53
4268,450.0,75.0,3.0,2769.04,0.0,76.52,6.15,17.33,3.27,95.35,82.56,215.0,21.04,23.4,1.56,1047.0,926.0,15.2,758.0,4.35,51.28,0.0,0.18,48.68,16.0,2.0,33.0,41.0,36.0,25.0,0.0,21.0,35.0,8.0,5.0,129.77,0.32,0.11,0,24
4269,530.0,88.33,3.0,1.79,0.0,0.14,53.91,45.95,0.01,98.85,81.61,0.34,22.41,24.42,0.0,816.0,389.0,29.14,499.0,0.01,56.32,0.0,1.37,60.47,25.0,9.0,38.0,24.0,21.0,23.0,0.0,31.0,32.0,6.0,8.0,138.82,1.12,0.68,0,52
4270,550.0,50.0,3.0,7738.4,6.84,87.06,4.08,8.78,10.22,97.7,80.46,1034.25,21.12,23.26,8.69,189.0,80.0,61.9,36.0,10.03,40.24,6.84,0.96,35.29,16.0,1.0,46.0,57.0,17.0,18.0,0.0,55.0,24.0,7.0,15.0,143.73,0.6,1.13,0,41
4271,550.0,50.0,3.0,5802.71,38.36,68.8,21.18,9.56,6.22,100.0,72.41,957.08,21.79,22.73,6.56,321.0,647.0,19.83,262.0,4.35,36.47,2.96,2.42,32.93,16.0,1.0,43.0,46.0,33.0,37.0,29.0,36.0,27.0,7.0,6.0,213.86,2.24,2.27,0,37
4272,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.67,16.67,0.0,0.0,32.0,21.95,12.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,22.0,0.0,0.0,36.0,0.0,0.0,37.0,2.0,17.0,0.0,0.0,0.0,0,18
4273,350.0,50.0,3.0,8103.86,0.11,83.96,5.73,10.31,13.33,94.59,62.16,1190.57,21.03,22.75,11.23,46.0,15.0,67.39,27.0,10.06,20.29,0.02,0.55,34.38,17.0,1.0,18.0,19.0,10.0,5.0,27.0,13.0,39.0,5.0,22.0,353.31,1.39,0.07,0,25
4274,50.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,66.67,0.0,0.0,0.0,0.0,4.0,146.0,21.08,220.0,0.0,33.33,0.0,0.0,60.0,0.0,0.0,35.0,12.0,7.0,24.0,0.0,0.0,22.0,17.0,4.0,0.0,0.0,0.0,1,38
4275,130.0,21.67,2.0,307.91,0.0,85.32,0.0,14.68,1.52,98.65,8.11,7.4,12.98,27.48,0.27,17.0,14.0,39.13,8.0,2.83,2.38,0.0,0.0,3.33,13.0,1.0,38.0,55.0,27.0,23.0,0.0,0.0,33.0,5.0,13.0,2.73,0.0,0.0,0,23
4276,480.0,53.33,3.0,4643.67,0.0,94.76,3.05,2.19,14.84,79.69,39.06,453.33,23.41,25.42,7.2,58.0,12.0,63.64,22.0,22.39,33.33,0.0,0.38,11.11,20.0,0.0,10.0,50.0,20.0,4.0,0.0,22.0,33.0,6.0,26.0,30.06,0.75,0.96,0,21
4277,,,,0.0,0.0,0.0,0.0,0.0,0.0,76.92,0.0,0.0,0.0,0.0,0.0,0.0,53.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,24.0,0.0,0.0,20.0,6.0,10.0,0.0,0.0,0.0,1,30
4278,600.0,60.0,3.0,2617.95,0.35,46.83,39.41,13.75,4.85,100.0,38.37,216.9,20.96,21.12,1.92,139.0,222.0,18.98,254.0,2.78,21.18,0.0,3.0,4.71,21.0,1.0,46.0,35.0,25.0,26.0,83.0,20.0,14.0,6.0,2.0,227.94,3.53,1.89,0,34
4279,410.0,41.0,3.0,84.45,0.0,15.36,50.24,34.4,0.14,100.0,19.54,2.89,29.74,23.18,0.04,20.0,59.0,42.16,67.0,0.22,8.54,0.0,0.26,7.23,14.0,4.0,35.0,27.0,13.0,15.0,0.0,42.0,28.0,11.0,9.0,87.47,0.28,0.29,0,24
4280,120.0,24.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,5.77,17.31,0.0,0.0,0.0,0.0,7.0,657.0,13.44,681.0,0.0,15.0,0.0,0.0,23.53,0.0,0.0,39.0,28.0,3.0,15.0,0.0,0.0,34.0,0.0,2.0,0.0,0.0,0.0,1,44
4281,140.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,3.0,19.0,53.66,8.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,18.0,24.0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,1,57
4282,720.0,48.0,3.0,3424.27,59.98,74.98,5.58,18.12,5.65,94.19,87.21,447.0,21.68,21.04,3.34,457.0,567.0,26.46,301.0,6.77,79.27,0.38,0.35,69.14,22.0,3.0,32.0,28.0,17.0,30.0,0.0,21.0,34.0,6.0,11.0,218.37,0.48,0.29,1,60
4283,580.0,34.12,3.0,1188.25,0.0,64.82,31.94,3.24,2.01,98.81,30.95,24.77,24.74,15.63,0.31,104.0,200.0,50.0,205.0,1.3,21.05,0.0,0.77,15.28,13.0,0.0,49.0,56.0,31.0,21.0,0.0,30.0,16.0,9.0,7.0,16.69,0.94,0.64,0,28
4284,450.0,150.0,3.0,27.32,0.0,16.94,0.29,82.77,0.78,27.27,49.09,0.0,0.0,0.0,0.0,28.0,54.0,27.03,128.0,1.58,52.63,0.0,0.01,14.29,0.0,0.0,14.0,30.0,15.0,14.0,0.0,31.0,45.0,12.0,17.0,0.0,0.0,0.0,0,38
4286,680.0,37.78,3.0,858.83,49.24,61.85,7.59,26.51,0.55,98.77,24.69,78.17,19.57,31.06,1.07,15.0,97.0,52.22,98.0,0.59,9.84,30.35,0.11,14.0,5.0,2.0,31.0,32.0,10.0,14.0,14.0,52.0,31.0,10.0,15.0,110.42,0.1,0.09,0,18
4288,,,,0.04,0.0,1.26,9.91,88.83,0.0,92.86,3.57,0.0,20.0,20.0,0.0,0.0,133.0,14.19,50.0,0.0,0.0,0.0,0.02,7.69,9.0,0.0,20.0,0.0,0.0,9.0,0.0,100.0,67.0,7.0,5.0,0.0,0.0,0.0,0,41
4289,290.0,26.36,3.0,236.13,0.0,29.19,43.12,27.7,0.76,91.3,37.68,9.52,24.65,20.49,0.18,25.0,18.0,59.09,41.0,1.06,23.21,0.0,1.19,24.14,17.0,4.0,21.0,13.0,7.0,8.0,0.0,47.0,42.0,8.0,23.0,66.29,0.37,0.39,0,21
4291,600.0,40.0,3.0,4448.17,0.0,71.43,12.84,15.72,9.12,73.49,75.9,419.03,23.99,18.6,4.66,171.0,564.0,21.56,425.0,9.75,52.7,0.0,2.25,43.21,18.0,1.0,31.0,23.0,14.0,32.0,0.0,39.0,37.0,7.0,10.0,319.0,1.9,2.09,0,20
4293,440.0,36.67,3.0,2636.62,0.24,77.85,13.5,8.64,3.27,100.0,56.6,194.92,32.35,13.33,1.4,25.0,35.0,36.36,36.0,5.39,24.49,0.24,0.83,21.15,17.0,2.0,32.0,13.0,8.0,17.0,0.0,55.0,15.0,11.0,4.0,93.67,0.26,0.48,0,29
4294,70.0,23.33,3.0,0.06,0.0,1.18,3.91,94.91,0.0,70.59,29.41,0.01,14.58,22.92,0.0,31.0,99.0,12.39,17.0,0.0,20.0,0.0,0.0,0.0,23.0,15.0,38.0,47.0,41.0,38.0,0.0,0.0,30.0,4.0,4.0,2.46,0.0,0.0,0,63
4295,240.0,34.29,3.0,40.94,0.0,22.44,3.39,74.17,0.84,40.91,75.0,3.25,20.34,18.64,0.27,608.0,419.0,14.49,360.0,0.58,91.18,0.0,0.17,78.13,24.0,50.0,40.0,27.0,25.0,29.0,0.0,22.0,28.0,4.0,3.0,13.49,0.14,0.18,0,25
4296,550.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,890.0,816.0,44.03,473.0,0.0,93.98,0.0,0.0,93.98,0.0,0.0,45.0,46.0,26.0,26.0,0.0,0.0,23.0,0.0,10.0,0.0,0.0,0.0,1,56
4297,100.0,50.0,2.0,38.76,0.07,14.45,0.27,85.26,0.47,70.0,16.67,9.26,21.28,25.53,0.93,1.0,6.0,77.78,2.0,0.1,5.88,0.0,0.01,11.76,12.0,12.0,28.0,6.0,1.0,6.0,0.0,38.0,37.0,7.0,30.0,66.41,0.01,0.01,0,15
4298,330.0,82.5,3.0,1378.12,16.7,81.16,4.53,13.01,3.7,37.84,62.16,10.74,23.47,25.27,0.16,60.0,24.0,73.33,16.0,2.62,46.55,0.0,0.38,26.32,18.0,0.0,35.0,37.0,11.0,10.0,0.0,49.0,29.0,7.0,23.0,79.7,0.13,0.03,0,60
4299,480.0,80.0,3.0,3434.51,0.0,82.92,2.91,14.17,14.93,56.34,88.73,156.2,21.58,22.11,3.81,489.0,772.0,16.63,476.0,16.58,77.78,0.0,0.79,41.67,18.0,1.0,42.0,38.0,33.0,30.0,0.0,43.0,23.0,6.0,3.0,447.79,0.37,0.32,0,35
4300,550.0,50.0,3.0,5247.97,0.67,80.36,3.89,15.74,9.4,100.0,72.41,148.91,19.1,23.37,1.75,159.0,198.0,48.3,120.0,13.83,40.48,0.0,0.28,16.28,15.0,1.0,43.0,57.0,23.0,23.0,60.0,18.0,23.0,6.0,12.0,173.14,0.4,0.29,0,33
4303,490.0,61.25,3.0,3841.6,0.0,92.61,1.57,5.82,6.57,100.0,50.0,89.24,19.43,22.9,0.87,127.0,544.0,18.68,98.0,4.77,32.89,0.0,0.17,19.18,17.0,1.0,44.0,52.0,26.0,52.0,0.0,36.0,21.0,5.0,6.0,62.2,0.04,0.05,0,23
4304,300.0,100.0,3.0,0.01,0.0,54.45,12.49,33.06,0.0,4.88,80.49,0.0,0.0,0.0,0.0,114.0,103.0,25.9,437.0,0.0,55.0,0.0,0.0,60.0,0.0,0.0,23.0,42.0,29.0,12.0,0.0,0.0,32.0,0.0,6.0,0.0,0.0,0.0,0,49
4305,430.0,33.08,3.0,499.97,0.0,51.81,23.21,24.99,1.13,90.14,23.94,17.07,15.93,19.47,0.61,37.0,81.0,28.32,46.0,1.27,14.89,0.0,0.72,11.11,6.0,0.0,38.0,16.0,13.0,26.0,0.0,27.0,36.0,6.0,10.0,95.17,1.02,0.55,0,42
4307,60.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,4.0,53.0,24.29,91.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.0,57.0,31.0,5.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,1,60
4308,520.0,32.5,3.0,149.75,0.0,49.7,9.84,40.46,0.54,95.4,31.03,38.32,17.03,20.88,0.66,22.0,74.0,34.51,111.0,0.23,18.92,0.0,0.04,19.48,21.0,6.0,30.0,18.0,7.0,17.0,0.0,16.0,32.0,6.0,9.0,20.11,0.03,0.03,0,28
4309,460.0,65.71,3.0,2863.76,7.31,74.99,3.91,20.9,4.01,100.0,89.66,206.69,10.24,58.73,1.52,869.0,764.0,16.5,453.0,5.31,67.44,1.03,0.19,52.87,19.0,2.0,36.0,43.0,29.0,28.0,11.0,22.0,20.0,4.0,3.0,143.46,0.21,0.13,0,28
4310,340.0,56.67,3.0,2040.41,0.75,86.76,3.73,9.48,3.48,98.67,56.0,334.31,22.68,22.3,5.48,317.0,305.0,17.57,184.0,2.98,31.25,0.0,0.03,38.89,10.0,0.0,48.0,54.0,41.0,43.0,0.0,5.0,21.0,6.0,4.0,52.39,0.22,0.05,0,28
4311,580.0,32.22,3.0,184.01,0.04,89.99,0.23,9.77,4.6,8.82,70.59,8.76,22.0,24.0,0.73,72.0,181.0,41.23,144.0,8.3,65.63,0.04,0.01,60.71,30.0,2.0,44.0,32.0,16.0,20.0,0.0,24.0,26.0,5.0,8.0,1.03,0.01,0.01,0,35
4312,120.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,6.0,45.0,63.41,54.0,0.0,37.5,0.0,0.0,33.33,0.0,0.0,40.0,40.0,9.0,14.0,0.0,0.0,25.0,0.0,15.0,0.0,0.0,0.0,1,45
4314,130.0,43.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.59,0.0,0.0,0.0,0.0,34.0,23.0,55.77,17.0,0.0,100.0,0.0,0.0,75.0,0.0,0.0,41.0,12.0,10.0,17.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0,23
4315,180.0,22.5,3.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,36.36,0.0,13.79,31.03,0.0,35.0,91.0,42.04,32.0,0.0,21.43,0.0,0.0,30.0,19.0,13.0,50.0,59.0,31.0,28.0,0.0,0.0,22.0,4.0,9.0,0.04,0.0,0.0,1,44
4316,70.0,35.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,23.08,92.31,0.0,0.0,0.0,0.0,129.0,43.0,24.56,18.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,42.0,23.0,19.0,40.0,0.0,0.0,18.0,4.0,6.0,1.61,0.0,0.0,0,54
