,RECHARGE_VALUE,RECHARGE_AVG,MIN_RECHARGE_AVG,INSTAGRAM_MB,P2_MADE_CALLS,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,P4_PERC_WHATSAPP_MB,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,WEEKDAY_PERC_INTERNET_MB,WEEKDAY_P23_INSTAGRAM_MB,WEEKDAY_P23_PERC_WHATSAPP_SESSIONS,WEEKEND_HOLYDAY_P14_PERC_WHATSAPP_MB,WEEKEND_HOLYDAY_P14_PERC_BANK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G
12414,850.0,40.48,37.5,0.0,348.0,98.85,0.0,20.0,31.0,99.94,0.0,10.02,0.0,13.42,0.0,1
12416,450.0,50.0,50.0,0.0,92.0,100.0,0.0,22.0,68.0,2.37,0.0,12.12,0.0,12.91,0.0,0
12417,100.0,100.0,100.0,0.0,12.0,82.14,36.44,8.0,47.0,50.94,0.0,25.38,34.84,12.5,0.07,0
12418,840.0,42.0,23.85,0.1,33.0,92.54,27.12,16.0,18.0,11.06,0.06,25.64,26.86,9.97,3.31,0
12419,120.0,20.0,20.0,0.0,10.0,58.33,0.0,16.0,47.0,99.95,0.0,15.96,0.0,15.15,0.0,0
12420,600.0,120.0,100.0,0.0,390.0,100.0,38.63,25.0,36.0,52.49,0.0,23.59,8.15,13.2,0.1,0
12421,100.0,20.0,20.0,0.0,25.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,16.67,0.0,1
12422,250.0,50.0,50.0,1.05,228.0,88.06,2.26,12.0,31.0,37.91,0.85,21.85,5.16,9.42,0.04,1
12423,490.0,54.44,40.0,0.53,133.0,97.65,4.06,8.0,36.0,23.57,0.53,23.2,6.41,11.34,0.37,0
12424,100.0,20.0,20.0,0.0,25.0,0.0,0.0,0.0,48.0,0.0,0.0,16.67,0.0,0.0,0.0,1
12425,860.0,53.75,35.0,0.02,350.0,91.23,17.99,24.0,27.0,11.5,0.02,21.68,11.35,11.81,1.06,0
12426,300.0,50.0,50.0,0.0,8.0,97.37,0.22,21.0,42.0,11.07,0.0,25.47,0.04,8.54,0.0,0
12427,250.0,83.33,75.0,0.03,230.0,72.97,1.37,8.0,37.0,16.95,0.03,22.69,1.16,10.61,0.02,0
12429,500.0,125.0,100.0,0.0,535.0,100.0,15.54,23.0,38.0,11.55,0.0,24.42,14.08,9.83,0.16,0
12432,470.0,47.0,42.5,1.82,357.0,88.46,0.51,19.0,53.0,17.21,0.0,23.14,0.41,7.77,0.03,0
12433,800.0,50.0,50.0,0.0,1145.0,95.4,11.09,19.0,51.0,15.18,0.0,25.06,4.98,9.62,0.59,0
12434,500.0,100.0,100.0,0.0,95.0,92.31,54.16,24.0,43.0,21.65,0.0,25.57,65.4,11.08,1.25,0
12435,260.0,32.5,30.0,0.0,6.0,70.83,16.34,20.0,35.0,37.45,0.0,18.88,19.22,11.11,0.02,0
12436,80.0,40.0,40.0,0.0,3.0,50.0,0.0,10.0,43.0,100.0,0.0,13.95,0.0,16.67,0.0,1
12437,360.0,20.0,20.0,0.0,112.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12439,800.0,200.0,200.0,821.06,32.0,100.0,7.4,19.0,26.0,33.21,313.68,17.62,7.52,7.85,0.37,0
12440,,,,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,16.67,,,,0
12441,550.0,78.57,65.0,0.0,153.0,100.0,1.62,22.0,46.0,12.24,0.0,25.91,1.26,11.21,0.12,0
12442,150.0,75.0,75.0,0.0,50.0,66.67,9.97,5.0,39.0,28.06,0.0,21.03,0.33,10.64,0.05,0
12443,180.0,20.0,20.0,0.0,80.0,9.09,0.0,0.0,28.0,71.62,0.0,25.0,0.0,16.67,0.0,0
12444,730.0,48.67,47.14,0.0,152.0,100.0,6.15,21.0,43.0,21.19,0.0,23.94,3.44,10.23,0.36,0
12445,630.0,57.27,45.0,0.0,48.0,98.77,2.59,20.0,25.0,11.08,0.0,25.4,1.62,10.36,0.3,0
12449,110.0,22.0,20.0,0.0,33.0,17.86,0.0,19.0,37.0,100.0,0.0,16.22,0.0,15.38,0.0,0
12450,230.0,13.53,10.0,0.0,0.0,100.0,30.39,14.0,43.0,65.64,0.0,45.97,22.96,6.6,0.02,0
12452,350.0,87.5,75.0,0.0,106.0,94.74,1.08,18.0,45.0,97.11,0.0,22.55,0.95,9.7,0.01,0
12453,50.0,50.0,50.0,0.0,5.0,100.0,0.0,35.0,38.0,100.0,0.0,16.12,0.0,15.08,0.0,0
12454,280.0,20.0,20.0,0.0,10.0,100.0,0.0,25.0,51.0,99.99,0.0,14.49,0.0,14.6,0.0,1
12455,550.0,23.91,22.0,0.0,541.0,50.0,6.5,20.0,47.0,36.51,0.0,28.83,1.75,9.9,0.04,1
12456,300.0,42.86,35.0,0.0,67.0,52.94,0.66,15.0,26.0,52.4,0.0,17.05,2.18,12.2,0.12,0
12457,870.0,39.55,35.56,0.0,44.0,97.67,2.95,11.0,51.0,5.86,0.0,30.0,8.65,8.11,0.26,0
12458,630.0,45.0,42.0,0.0,201.0,97.65,3.94,28.0,48.0,13.05,0.0,22.77,1.13,7.77,0.06,0
12459,790.0,49.38,48.89,0.0,246.0,97.7,3.43,22.0,24.0,14.4,0.0,24.32,5.03,8.85,0.22,0
12460,480.0,48.0,43.33,0.0,825.0,98.57,2.35,27.0,58.0,27.69,0.0,23.19,0.37,9.42,0.06,0
12461,600.0,54.55,50.0,0.59,87.0,97.5,34.87,16.0,13.0,14.7,0.29,22.44,25.49,4.1,0.39,1
12462,100.0,25.0,25.0,0.0,27.0,91.18,16.0,11.0,41.0,91.71,0.0,26.54,22.85,14.29,0.05,0
12463,850.0,121.43,90.0,0.8,96.0,95.18,10.93,13.0,51.0,18.85,0.02,25.0,6.29,8.86,1.46,0
12465,180.0,60.0,40.0,0.0,101.0,55.56,3.43,8.0,39.0,27.11,0.0,31.43,17.17,11.76,0.0,0
12466,130.0,21.67,20.0,0.0,4.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12467,400.0,50.0,50.0,0.0,80.0,11.76,0.0,26.0,43.0,8.06,0.0,21.43,5.16,11.11,0.0,0
12468,100.0,100.0,100.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12470,500.0,125.0,100.0,0.0,434.0,100.0,60.69,25.0,50.0,37.03,0.0,23.55,28.55,13.4,0.63,0
12471,,,,0.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,,,,0
12473,460.0,65.71,30.0,0.03,79.0,93.88,0.92,26.0,26.0,20.17,0.01,23.8,0.96,10.92,0.1,0
12474,160.0,26.67,20.0,27.21,36.0,96.23,1.25,4.0,44.0,7.16,27.14,22.13,0.38,8.33,0.01,0
12475,,,,0.0,10.0,85.71,95.03,15.0,39.0,59.25,0.0,17.78,100.0,15.38,0.04,0
12476,150.0,50.0,50.0,0.12,7.0,50.0,2.97,34.0,50.0,1.68,0.0,16.13,0.58,11.11,0.19,0
12477,200.0,100.0,100.0,0.0,269.0,100.0,22.46,23.0,77.0,9.66,0.0,22.84,27.62,13.5,1.52,0
12478,100.0,100.0,100.0,45.18,12.0,98.18,0.88,22.0,39.0,11.01,10.05,16.87,1.0,13.01,0.01,0
12480,550.0,50.0,50.0,0.0,233.0,95.18,8.81,23.0,33.0,26.99,0.0,21.96,17.25,11.11,0.62,0
12482,400.0,100.0,100.0,21.01,414.0,60.87,1.06,10.0,48.0,34.42,20.75,18.33,1.91,10.34,0.04,0
12483,500.0,50.0,50.0,0.1,9.0,96.15,11.92,13.0,22.0,20.52,0.0,28.43,10.94,10.67,1.76,0
12485,,,,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12486,550.0,50.0,50.0,0.0,154.0,92.96,15.07,25.0,51.0,24.6,0.0,25.92,92.17,12.37,1.4,0
12488,220.0,44.0,40.0,0.18,0.0,100.0,2.42,28.0,29.0,4.63,0.0,27.32,3.12,11.11,0.14,0
12490,950.0,95.0,90.0,1.5,220.0,100.0,4.21,20.0,33.0,9.54,0.59,21.94,3.02,9.72,0.35,0
12491,450.0,50.0,50.0,0.04,83.0,90.7,8.35,19.0,56.0,17.2,0.04,27.45,20.16,7.58,1.2,0
12493,,,,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12496,550.0,50.0,50.0,0.68,27.0,91.43,1.02,26.0,34.0,3.71,0.0,23.68,0.25,9.11,0.05,0
12497,400.0,50.0,50.0,4.31,453.0,93.85,8.41,13.0,33.0,3.94,1.2,23.98,7.75,6.99,0.51,0
12498,150.0,50.0,50.0,0.0,31.0,90.32,0.02,16.0,44.0,75.83,0.0,15.9,0.0,12.02,0.0,0
12499,,,,0.0,0.0,100.0,0.0,0.0,39.0,0.0,0.0,16.67,0.0,0.0,0.0,0
12500,1000.0,45.45,35.56,121.18,201.0,72.15,1.97,13.0,34.0,13.54,66.19,17.64,0.48,7.76,0.08,0
12501,400.0,100.0,100.0,0.0,222.0,72.73,5.07,18.0,37.0,6.09,0.0,20.58,19.66,13.01,0.28,0
12503,500.0,50.0,50.0,0.02,2473.0,77.03,10.29,19.0,37.0,17.08,0.02,24.35,7.21,8.13,0.29,1
12505,100.0,50.0,50.0,0.0,68.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12506,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,0
12507,300.0,100.0,100.0,0.0,273.0,97.22,38.89,17.0,41.0,51.74,0.0,25.26,53.64,10.6,1.31,0
12508,40.0,20.0,20.0,0.0,1.0,100.0,1.32,23.0,100.0,28.34,0.0,25.41,0.0,15.15,0.0,0
12509,580.0,48.33,45.0,0.02,216.0,87.84,0.09,18.0,25.0,7.94,0.02,29.81,0.07,8.33,0.0,0
12510,710.0,44.38,41.43,0.0,641.0,93.9,3.31,21.0,35.0,17.71,0.0,18.18,3.69,11.21,0.61,0
12511,300.0,100.0,100.0,0.0,199.0,74.14,2.67,18.0,24.0,53.34,0.0,23.6,0.81,10.17,0.07,0
12512,480.0,68.57,50.0,0.63,8.0,100.0,5.34,20.0,39.0,7.15,0.0,23.33,5.37,12.15,0.49,0
12514,550.0,78.57,62.5,74.88,69.0,98.73,27.95,25.0,54.0,11.23,42.13,21.7,21.68,10.75,4.39,0
12515,230.0,46.0,43.33,24.18,0.0,84.62,18.52,8.0,14.0,43.43,0.0,27.12,5.71,11.54,0.06,0
12516,400.0,100.0,100.0,0.0,220.0,87.18,4.38,22.0,45.0,20.16,0.0,24.78,3.35,7.25,0.03,0
12518,400.0,100.0,100.0,0.09,170.0,100.0,2.16,21.0,48.0,84.34,0.0,28.92,0.58,11.8,0.01,0
12522,500.0,125.0,100.0,61.39,307.0,98.85,12.71,12.0,62.0,53.2,10.44,25.15,43.71,10.5,0.63,0
12523,80.0,26.67,25.0,0.2,22.0,100.0,15.76,24.0,32.0,14.42,0.0,20.83,9.67,13.09,0.06,0
12524,170.0,42.5,20.0,0.0,83.0,100.0,11.94,24.0,38.0,65.65,0.0,19.7,4.92,14.95,0.04,0
12525,20.0,20.0,20.0,0.0,0.0,100.0,64.27,23.0,54.0,17.72,0.0,15.34,99.96,14.42,0.53,0
12526,700.0,53.85,50.0,0.0,1051.0,91.14,9.19,16.0,43.0,9.66,0.0,23.08,9.66,10.9,0.49,0
12527,400.0,100.0,100.0,0.0,176.0,40.0,33.01,9.0,39.0,38.58,0.0,29.15,7.46,10.83,0.44,0
12528,100.0,100.0,100.0,0.0,66.0,100.0,1.28,5.0,79.0,98.28,0.0,20.82,0.33,13.95,0.0,0
12531,790.0,46.47,40.0,0.0,592.0,100.0,4.8,22.0,53.0,12.67,0.0,25.22,4.86,12.23,0.77,0
12532,120.0,24.0,20.0,0.0,58.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12533,550.0,50.0,50.0,0.0,617.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12535,520.0,37.14,24.29,0.2,98.0,93.75,9.23,20.0,48.0,27.35,0.0,23.1,3.81,11.95,0.14,0
12536,500.0,125.0,100.0,0.03,196.0,100.0,61.5,17.0,51.0,33.29,0.03,24.22,58.25,11.57,1.96,0
12537,130.0,26.0,20.0,0.02,10.0,58.33,1.25,2.0,63.0,35.58,0.0,21.0,1.14,11.11,0.06,0
12538,110.0,12.22,10.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12539,20.0,20.0,20.0,,,,,,,,,,,,,0
12540,400.0,100.0,100.0,0.0,32.0,86.54,18.97,9.0,48.0,71.91,0.0,35.94,41.49,9.72,0.01,0
12541,310.0,25.83,12.0,0.0,48.0,0.0,0.0,0.0,34.0,99.27,0.0,16.67,0.0,0.0,0.0,0
12542,400.0,36.36,27.5,0.71,157.0,100.0,79.91,23.0,41.0,19.99,0.0,26.54,84.47,12.66,1.55,0
12543,400.0,100.0,100.0,0.5,7.0,100.0,6.67,23.0,16.0,27.37,0.0,22.96,3.55,10.73,0.11,0
12544,410.0,45.56,36.67,62.48,65.0,97.92,28.39,23.0,44.0,10.17,45.73,24.83,19.54,9.63,5.4,0
12545,200.0,200.0,200.0,0.12,10.0,96.77,54.99,8.0,41.0,30.17,0.0,23.33,20.46,10.17,0.15,0
12548,360.0,36.0,20.0,0.0,36.0,88.24,10.63,18.0,31.0,10.67,0.0,22.67,4.32,13.51,0.28,0
12550,,,,0.0,84.0,100.0,1.82,28.0,0.0,31.35,0.0,17.5,2.25,14.29,0.0,0
12551,400.0,100.0,100.0,0.0,131.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12552,600.0,54.55,50.0,0.0,137.0,98.57,3.09,24.0,43.0,11.43,0.0,22.52,1.94,12.58,0.41,0
12554,150.0,50.0,50.0,0.0,80.0,96.0,12.63,22.0,38.0,20.59,0.0,16.96,6.73,14.54,0.29,0
12555,400.0,100.0,100.0,0.47,230.0,65.28,0.37,18.0,26.0,41.43,0.0,22.9,0.35,7.42,0.01,0
12558,170.0,56.67,20.0,0.0,1.0,96.3,4.56,18.0,50.0,70.06,0.0,24.76,1.19,10.2,0.0,0
12559,,,,0.0,0.0,100.0,81.78,21.0,52.0,17.95,0.0,15.38,0.0,16.67,0.0,0
12562,400.0,100.0,100.0,0.0,225.0,18.64,0.0,5.0,48.0,99.65,0.0,12.84,0.0,12.2,0.0,0
12563,400.0,50.0,50.0,0.0,74.0,82.22,32.32,14.0,28.0,15.5,0.0,21.6,49.47,11.11,3.06,0
12564,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,16.67,,,,0
12565,430.0,47.78,27.5,7.63,150.0,67.11,17.7,17.0,43.0,13.4,2.15,23.21,62.99,11.38,2.74,0
12567,10.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,33.0,100.0,0.0,15.38,0.0,0.0,0.0,1
12568,150.0,50.0,50.0,0.0,357.0,3.85,23.51,33.0,40.0,10.56,0.0,27.27,23.51,11.11,2.13,1
12569,220.0,73.33,60.0,0.08,3.0,98.28,1.55,18.0,19.0,60.92,0.0,23.24,1.99,9.09,0.2,0
12572,590.0,42.14,31.43,0.0,4662.0,58.75,31.18,9.0,55.0,54.13,0.0,34.35,24.39,8.03,0.1,0
12573,270.0,38.57,25.0,0.0,6.0,100.0,1.85,11.0,44.0,4.69,0.0,17.26,0.18,13.57,0.01,0
12574,170.0,18.89,13.33,0.0,22.0,10.53,1.53,10.0,37.0,53.03,0.0,25.71,6.97,12.5,0.01,1
12575,590.0,65.56,40.0,0.0,302.0,93.44,13.77,21.0,39.0,39.59,0.0,25.09,1.63,10.03,0.08,0
12576,600.0,75.0,75.0,0.0,6.0,100.0,33.23,25.0,50.0,78.76,0.0,27.94,28.19,13.02,0.04,0
12577,400.0,100.0,100.0,0.17,1533.0,100.0,57.63,21.0,49.0,62.09,0.12,25.15,17.33,11.95,0.07,0
12578,20.0,20.0,20.0,0.0,3.0,100.0,24.25,16.0,69.0,15.26,0.0,22.16,0.0,16.67,0.0,0
12580,1130.0,66.47,56.0,65.8,54.0,100.0,4.68,14.0,40.0,32.87,8.64,23.06,3.71,10.46,0.27,0
12581,400.0,100.0,100.0,0.0,38.0,8.33,5.11,17.0,61.0,92.93,0.0,27.03,4.58,12.5,0.02,0
12582,,,,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,16.67,0.0,0
12583,200.0,66.67,50.0,0.0,134.0,100.0,6.91,15.0,32.0,59.54,0.0,23.27,1.82,9.56,0.01,0
12585,110.0,10.0,10.0,0.26,0.0,100.0,96.89,21.0,44.0,5.53,0.17,28.65,97.84,11.5,3.66,0
12587,520.0,52.0,50.0,0.03,64.0,88.33,19.94,11.0,19.0,8.76,0.03,26.82,10.94,10.13,0.38,0
12588,680.0,85.0,82.5,0.0,470.0,98.77,5.23,23.0,41.0,14.43,0.0,23.08,4.34,11.02,0.49,0
12589,,,,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12590,650.0,162.5,125.0,0.0,181.0,89.09,38.27,23.0,40.0,33.8,0.0,24.96,30.82,11.06,0.68,0
12591,320.0,20.0,20.0,0.0,18.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12592,70.0,14.0,10.0,0.0,99.0,100.0,34.07,21.0,28.0,4.22,0.0,21.32,50.68,12.77,0.31,0
12594,680.0,42.5,37.5,0.0,781.0,95.24,23.88,15.0,49.0,19.93,0.0,24.62,39.64,10.69,0.52,0
12595,200.0,100.0,100.0,0.0,101.0,100.0,10.27,21.0,50.0,55.8,0.0,25.64,5.47,13.44,0.05,0
12596,130.0,32.5,25.0,0.0,19.0,53.85,0.0,14.0,31.0,99.96,0.0,17.89,0.0,16.33,0.0,0
12597,260.0,43.33,30.0,1.66,34.0,91.3,2.27,0.0,17.0,20.81,0.49,20.7,3.74,3.8,0.1,0
12598,300.0,100.0,100.0,0.0,48.0,98.31,30.6,17.0,58.0,39.22,0.0,22.27,5.96,10.74,0.1,0
12599,200.0,100.0,100.0,0.01,1338.0,100.0,41.18,22.0,48.0,44.54,0.0,26.79,42.91,11.9,0.82,0
12600,200.0,100.0,100.0,0.0,18.0,64.29,60.15,3.0,51.0,31.78,0.0,28.21,0.0,0.0,0.0,0
12601,320.0,80.0,60.0,0.0,1013.0,83.54,1.91,11.0,36.0,15.63,0.0,22.21,0.28,11.0,0.03,0
12602,350.0,87.5,75.0,0.0,43.0,43.75,62.5,6.0,45.0,29.66,0.0,26.47,80.58,11.11,11.48,0
12603,400.0,66.67,56.67,0.0,423.0,84.29,6.74,7.0,51.0,23.74,0.0,22.28,1.14,10.81,0.05,0
12604,200.0,50.0,50.0,0.0,74.0,40.74,0.0,8.0,39.0,8.05,0.0,15.94,0.0,0.0,0.0,0
12605,570.0,51.82,50.0,0.02,105.0,89.87,0.75,4.0,37.0,15.6,0.0,24.48,0.43,9.21,0.04,0
12606,200.0,100.0,100.0,0.0,76.0,97.26,8.91,17.0,41.0,49.81,0.0,21.12,8.4,9.0,0.03,0
12607,300.0,100.0,100.0,0.0,781.0,80.6,1.52,5.0,44.0,11.94,0.0,24.04,1.85,9.64,0.16,0
12608,90.0,30.0,20.0,0.0,1.0,96.15,2.53,25.0,8.0,11.15,0.0,22.46,1.21,12.37,0.02,1
12609,300.0,50.0,50.0,0.0,108.0,88.46,10.72,14.0,51.0,53.91,0.0,25.78,5.67,10.96,0.04,0
12610,400.0,100.0,100.0,0.0,219.0,87.32,25.55,18.0,33.0,17.32,0.0,23.51,22.32,10.31,0.88,0
12611,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12612,240.0,20.0,15.0,0.0,1.0,100.0,96.73,25.0,40.0,8.23,0.0,27.29,97.13,12.54,0.64,0
12613,540.0,38.57,28.33,0.0,299.0,93.15,3.12,24.0,31.0,19.54,0.0,23.43,3.28,10.58,0.15,0
12615,950.0,158.33,100.0,0.7,628.0,98.81,4.76,15.0,49.0,18.65,0.0,25.07,8.28,9.8,0.89,0
12616,,,,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12617,40.0,20.0,20.0,0.0,0.0,96.15,43.21,23.0,42.0,41.99,0.0,16.67,34.69,14.67,0.06,0
12618,370.0,26.43,20.0,0.0,329.0,11.11,13.7,25.0,33.0,37.39,0.0,27.12,77.04,11.76,0.0,1
12619,,,,0.0,0.0,100.0,0.0,12.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0
12620,450.0,90.0,75.0,7.13,6.0,100.0,20.92,13.0,21.0,40.97,3.61,23.44,26.44,7.53,1.32,0
12624,60.0,20.0,20.0,0.0,3.0,100.0,4.21,13.0,31.0,36.86,0.0,23.93,3.27,13.14,0.02,0
12627,450.0,90.0,50.0,4.8,82.0,36.84,0.1,10.0,53.0,59.94,4.13,20.16,0.1,10.8,0.01,0
12628,580.0,41.43,35.0,0.0,112.0,93.75,0.04,27.0,61.0,18.01,0.0,12.27,0.0,10.7,0.0,0
12629,250.0,50.0,50.0,0.0,660.0,88.89,1.2,13.0,42.0,12.85,0.0,21.67,0.2,13.97,0.02,0
12630,40.0,13.33,10.0,0.0,15.0,100.0,0.0,23.0,33.0,25.21,0.0,16.15,0.0,15.56,0.0,0
12632,110.0,36.67,30.0,0.0,12.0,64.29,4.89,14.0,73.0,71.25,0.0,18.86,4.75,13.64,0.02,0
12633,50.0,25.0,20.0,0.02,42.0,26.67,0.0,0.0,52.0,29.44,0.0,16.67,0.0,16.67,0.0,0
12634,300.0,100.0,100.0,0.11,36.0,84.78,62.34,18.0,59.0,37.26,0.11,25.89,61.72,10.92,0.22,0
12635,400.0,100.0,100.0,0.0,126.0,40.58,26.2,11.0,42.0,56.41,0.0,25.59,22.9,10.81,0.09,0
12636,,,,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12637,600.0,66.67,50.0,0.0,145.0,23.08,7.45,27.0,32.0,90.01,0.0,25.52,10.92,7.69,0.41,0
12638,110.0,55.0,10.0,0.0,94.0,16.67,30.04,11.0,42.0,39.53,0.0,29.76,31.2,12.5,0.0,0
12639,600.0,50.0,50.0,0.03,565.0,95.0,26.68,14.0,59.0,41.84,0.03,23.43,3.61,10.6,0.06,0
12640,60.0,20.0,20.0,0.0,14.0,75.76,0.59,9.0,47.0,17.32,0.0,19.92,2.92,13.19,0.38,0
12641,230.0,28.75,23.33,2.17,12.0,97.37,10.16,10.0,38.0,27.79,1.15,21.93,17.36,11.46,0.32,0
12642,40.0,20.0,20.0,0.0,1.0,40.0,0.0,14.0,67.0,0.0,0.0,16.67,0.0,0.0,0.0,0
12643,140.0,20.0,20.0,0.0,12.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12644,550.0,91.67,83.33,0.0,240.0,88.57,0.04,5.0,37.0,16.18,0.0,22.85,0.02,12.3,0.0,0
12645,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0
12646,130.0,21.67,20.0,0.0,3.0,57.14,0.99,4.0,57.0,45.38,0.0,18.97,1.01,9.09,0.0,1
12648,180.0,30.0,20.0,0.0,94.0,5.26,0.0,10.0,51.0,79.42,0.0,15.38,0.0,0.0,0.0,0
12649,200.0,100.0,100.0,0.0,61.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12650,210.0,30.0,26.67,0.0,1.0,100.0,10.54,20.0,42.0,57.04,0.0,25.6,8.16,13.49,0.02,0
12651,30.0,30.0,30.0,0.0,1.0,75.0,88.86,20.0,36.0,22.95,0.0,23.53,87.65,13.33,5.34,0
12652,250.0,22.73,20.0,0.0,66.0,97.62,18.76,20.0,22.0,22.4,0.0,21.66,16.87,12.62,0.14,0
12654,300.0,100.0,100.0,0.0,44.0,95.95,3.07,1.0,43.0,15.63,0.0,20.4,3.37,11.21,0.16,0
12655,500.0,100.0,100.0,0.0,498.0,98.77,8.11,16.0,33.0,12.46,0.0,24.61,6.79,9.98,0.46,0
12656,320.0,45.71,20.0,2.99,12.0,92.98,67.19,2.0,46.0,30.78,1.56,25.65,26.9,9.66,0.14,0
12657,100.0,100.0,100.0,0.0,239.0,32.0,0.08,25.0,47.0,44.04,0.0,18.89,0.16,9.8,0.01,0
12658,220.0,36.67,20.0,0.0,236.0,40.68,1.53,21.0,41.0,23.49,0.0,30.44,24.74,7.63,0.65,0
12659,500.0,62.5,50.0,0.74,1.0,98.41,0.07,4.0,32.0,17.06,0.74,18.29,0.08,10.19,0.01,0
12660,250.0,62.5,50.0,0.02,35.0,100.0,0.01,18.0,29.0,27.99,0.02,10.62,0.02,10.93,0.0,0
12661,250.0,50.0,50.0,0.0,9.0,82.61,0.86,21.0,60.0,97.38,0.0,22.59,0.33,14.94,0.02,0
12662,50.0,25.0,20.0,0.0,4.0,90.0,38.98,25.0,39.0,61.02,0.0,16.67,0.0,16.67,0.0,0
12664,770.0,59.23,31.43,0.0,107.0,86.76,0.31,23.0,53.0,28.36,0.0,23.08,0.26,11.65,0.04,0
12666,330.0,82.5,65.0,0.0,59.0,95.38,6.35,17.0,67.0,8.62,0.0,21.11,4.8,12.33,0.05,0
12667,,,,0.0,4.0,100.0,0.55,24.0,27.0,95.06,0.0,15.7,1.05,15.07,0.0,0
12669,80.0,20.0,20.0,0.0,73.0,100.0,89.01,13.0,52.0,43.31,0.0,19.63,99.61,15.91,0.02,0
12670,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16.67,0.0,0
12671,60.0,20.0,20.0,0.0,14.0,4.0,0.0,17.0,56.0,0.0,0.0,0.0,0.0,16.67,0.0,0
12672,200.0,66.67,50.0,0.0,145.0,100.0,12.76,23.0,39.0,21.35,0.0,22.42,7.99,12.45,0.19,0
12673,100.0,100.0,100.0,0.0,3.0,98.0,2.7,6.0,51.0,60.55,0.0,22.43,3.35,10.98,0.0,0
12677,150.0,75.0,50.0,0.0,331.0,93.02,0.56,20.0,44.0,9.72,0.0,20.5,0.44,12.82,0.04,0
12679,150.0,50.0,50.0,0.0,16.0,35.29,0.0,19.0,31.0,100.0,0.0,15.56,0.0,16.67,0.0,0
12680,680.0,42.5,40.0,0.0,160.0,90.91,8.64,24.0,45.0,18.88,0.0,33.97,18.74,10.46,2.38,0
12681,240.0,40.0,20.0,0.01,24.0,88.64,26.03,25.0,54.0,37.7,0.0,22.35,8.53,11.96,0.97,0
12683,550.0,110.0,100.0,43.9,4.0,100.0,7.07,7.0,41.0,11.56,23.6,22.73,13.35,10.79,0.22,0
12684,50.0,50.0,50.0,0.0,16.0,100.0,2.81,25.0,41.0,7.72,0.0,23.08,3.94,9.52,0.71,0
12685,1500.0,150.0,100.0,0.65,426.0,100.0,3.22,22.0,40.0,9.43,0.0,23.43,1.74,9.48,0.24,0
12686,400.0,100.0,100.0,0.0,324.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12688,300.0,50.0,50.0,0.0,15.0,15.38,0.08,71.0,10.0,68.73,0.0,14.71,0.0,12.5,0.0,0
12690,300.0,150.0,100.0,0.0,49.0,93.33,41.28,8.0,23.0,50.21,0.0,22.34,44.21,10.49,0.32,0
